Date,LD12TRUU Index,SPTR Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,GC1 Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BXPP29 FIGI,BBG0016S3JL1 FIGI,BBG00CTZ9MW1 FIGI,BBG008FDQZL8 FIGI,BBG000BH3JF8 FIGI,BBG000Q5ZRM7 FIGI,BBG00FN64XT9 FIGI,BBG000FKJRC5 FIGI,BBG000PWTD92 FIGI,BBG000K1T9L0 FIGI,BBG00XP21PQ0 FIGI,BBG005CHLM96 FIGI,BBG000BP30Y0 FIGI,BBG000BJW241 FIGI,BBG001DCTG63 FIGI,BBG000V78V75 FIGI,BBG000BJGGV8 FIGI,BBG000BK2F42 FIGI,BBG012QSDSK6 FIGI,BBG000BK6MB5 FIGI,BBG000PQ4W72 FIGI,BBG00NBK0GC3 FIGI,BBG000CVRFS4 FIGI,BBG00Z9CCRH5 FIGI,BBG00XXPB3L3 FIGI,BBG000G9W6L0 FIGI,BBG000BLNNH6 FIGI,BBG000BD2167 FIGI,BBG00VSYYVB8 FIGI,BBG000BMQCP6 FIGI,BBG018CYVVW5 FIGI,BBG000BMTX31 FIGI,BBG000BMY992 FIGI,BBG000CS7CT9 FIGI,BBG000BNGTQ7 FIGI,BBG000N7KBZ3 FIGI,BBG000H9LNX1 FIGI,BBG000F9XKN7 FIGI,BBG000BT1XR0 FIGI,BBG004S641N5 FIGI,BBG000BGKJ70 FIGI,BBG000CS0D96 FIGI,BBG000CYSFS7 FIGI,BBG00RP5HYS8 FIGI,BBG00Q741Z16 FIGI,BBG000BFRRX8 FIGI,BBG000BGKTF9 FIGI,BBG000BCVMH9 FIGI,BBG000C3J3C9 FIGI,BBG000KMVDV1 FIGI,BBG00JGMWFM9 FIGI,BBG00G5JGQ66 FIGI,BBG000FKMP26 FIGI,BBG00B8NWRF5 FIGI,BBG000BVMGF2 FIGI,BBG000H9G7X2 FIGI,BBG00D0Y81M1 FIGI,BBG000BRNGM2 FIGI,BBG000BCQ4P6 FIGI,BBG000BJ5HK0 FIGI,BBG000C221G9 FIGI,BBG000BDCQ25 FIGI,BBG000C2VBB0 FIGI,BBG000CGC1X8 FIGI,BBG000HT5G06 FIGI,BBG00HY28K89 FIGI,BBG002293PJ4 FIGI,BBG000P5LMQ0 FIGI,BBG001KFKQM7 FIGI,BBG000BLV2Q3 FIGI,BBG000BT2TP0 FIGI,BBG000BLJWF3 FIGI,BBG000BSJK37 FIGI,BBG002BC7WC5 FIGI,BBG000BVWZF9 FIGI,BBG000BW3299 FIGI,BBG000BXMFC3 FIGI,BBG00RRGSJR4 FIGI,BBG000BDD940 FIGI,BBG000CQCCK6 FIGI,BBG000G7CDN9 FIGI,BBG000BD53V2 FIGI,BBG000MQQ963 FIGI,BBG001D8R5D0 FIGI,BBG000C6W444 FIGI,BBG000BGYMH7 FIGI,BBG000C8H633 FIGI,BBG01KN29X02 FIGI,BBG01KP5K5J1 FIGI,BBG01KPVGL95 FIGI,BBG01KQ6DGT1 FIGI,BBG01KR2QD67 FIGI,BBG01KRNB1K7 FIGI,BBG01KS17Q79 FIGI,BBG01KS86ML8 FIGI,BBG01KT2GV75 FIGI,BBG01KTTNW30 FIGI,BBG01KV3M6P8 FIGI,BBG01KVL5BC0 FIGI,BBG01KWMZZF8 FIGI,BBG01KX68KZ3 FIGI,BBG01KXPHJ11 FIGI,BBG01KY0T8K5 FIGI,BBG01KYM8ZF6 FIGI,BBG01KZHH1S7 FIGI,BBG01L01L9T5 FIGI,BBG01L0NGR77 FIGI,BBG000BPH459 FIGI,BBG000JCPGZ1 FIGI,BBG000BJSBJ0 FIGI,BBG00GNT7999 FIGI,BBG000CHSS88 FIGI,BBG000BS9489 FIGI,BBG000QFJJW0 FIGI,BBG000C496P7 FIGI,BBG000JK9DK4 FIGI,BBG000QYVKN2 FIGI,BBG000F1ZSQ2 FIGI,BBG000MM2P62 FIGI,BBG000C1XVK6 FIGI,BBG000BLKK03 FIGI,BBG01KHLTFQ6 FIGI,BBG01KJC4Y71 FIGI,BBG01KJN6WX0 FIGI,BBG01KJYB0R7 FIGI,BBG01KM5DFP3 FIGI,BBG003CVMLQ2 FIGI
4/3/2023,208.83,8823.655,2260.153,1802.312,1951.631,1978.857,2118.68,75.15,141.83,80.281128,2035.371588,20.66,2104.83,989.18,102.093,1100.89,116.611813,1153.351,784.39,666.07,536.36,1527.04,858.21,2637.78,511.23,232.56,192.54,341.52,53.44,140.77,1122.06,984.58,1164.02,934.2,950.63,3246.96,3119.16,2245.08,8780.81,53.32986,93.67921,33.24412,2.59182,221.6773,93.32,25.33,246.79,85.68,95.16,7.2,32.13,115.51,147.38,12.51,55.55,93.47,54.09,19.21,96.92,108.53,0.6198,110.12,11.64,8.23,82.56,132.06,55.35,19.12,70.57,18.33140414,51.96,49.94,23.9,36.5,20.16,28.92,8.29,0.831408748,205.93,17.82,433.27,22.18,45.69,10.31,140.92,96.32,77.22,52.31,11.46,62.81,12.75,96.17,38.99,114.25,27.9,102.88,111.11,178.36,183.33,55.12,13.41,128.07,124.74,127.16,18.26,241.83,264.66,35.26,36.56,72.68,139.13,19.39,42.39,354.01,199.54,389.07,27.22,100.85,184.74,82.97,98.49,77.06,104.46,37.105,356,26.33,96.3,97.04,96.54,94.28,110.19,93.46,96.07,118.33,108.42,124.48,109.22,93.62,103.82,106.23,110.81,108.76,102.24,109.43,94.42,93.23,287.23,51.27,76.67,44.49,334.21,95.2,33.97,21.79,41.03,30.16,366.47,213.07,361.95,510.25,98.2,105.23,97.06,96.76,85.95,104.22
4/4/2023,208.87,8773.308,2245.886,1769.655,1941.467,1961.312,2127.93,74.93,140.59,80.570627,2074.665268,20.63,2116.77,987.62,101.586,1098.58,117.416711,1152.524,782.48,654.61,530.93,1527.4,838.88,2622.43,503.73,232.6,193.13,343.3,52.88,138.16,1117.64,983.19,1164.16,931,951.79,3247.27,3102.65,2208.44,8780.81,52.00654,94.50901,31.36029,2.60247,220.6934,92.78,24.88,244.56,81.7,94.83,7.165,31.24,113.31,143.17,12.14,55.14,89.89,52.95,19.87,95.05,101.8,0.5947,110.03,11.39,8.06,80.05,131.6,53.61,19.21,67.89,18.28676693,49.96,49.46,24.01,36.55,19.05,28.65,8.02,0.830812593,206.73,17.84,425.67,21.95,42.89,10.02,136.25,96.63,77.19,51.82,11.25,60.25,12.55,93.45,39.62,113.17,27.55,101.41,111.15,175.37,163.13,53.81,13.17,127.6,122.3,128.12,17.59,241.7,256.29,34.9,35.98,70.1,139.65,19.64,41.08,359.22,195.88,359.13,26.42,97.61,170.94,79.21,97.38,75.57,101.18,34.79,347.55,25.73,95.83,96.56,95.55,93.28,108.71,92.47,95.54,118.4,107.85,124.46,109.14,92.85,102.78,105.26,110.27,108.32,101.78,109.19,94.05,92.35,287.18,50.17,77.16,41.59,328.72,94.79,33.48,21.61,40.28,29.67,363.9,214.72,358.56,503.31,97.33,104.18,96,95.82,84.5,103.58
4/5/2023,208.9,8752.543,2238.365,1752.134,1923.777,1965.252,2133.83,74.51,142.27,80.470799,2073.33154,20.66,2101.65,987.85,101.852,1094.16,117.748104,1129.035,786.82,663.91,530.18,1553.83,827.97,2591.17,502.61,231.38,192.71,352.13,52.31,135.11,1089.78,983.5,1166.45,931.6,953.09,3216.87,3070.03,2168.22,8780.81,49.93692,91.99,30.57698,2.57228,219.5588,90.21,24.91,239.43,80.74,97.3,6.49,30.85,113.3,137.43,11.87,55.83,87.92,53.72,19.19,94.25,99.57,0.549,107.64,11.16,7.77,78.81,132.14,52.67,18.99,68.67,18.38819389,49.75,48.06,22.6,35.68,18.26,28.64,7.5,0.813880229,198.82,17.73,427.38,21.69,42.1,9.34,134.07,94.84,75.76,51.82,11.21,58.29,12.21,91.19,40.7,114.88,26.6,101.41,114.84,176.79,161.72,52.32,13.22,126.14,123.04,126.54,17.34,232.18,256.06,34.34,35.09,68.49,139.31,19.88,40.06,347.72,194.21,351.27,25.83,96.58,166.52,77.67,95.52,75.38,100.27,33.615,337.06,25.7,94.12,94.84,94.99,92.78,108.89,91.82,94.63,117.98,107.23,124.4,110.54,92.3,102.77,104.92,110.35,107.77,101.89,109.43,92.89,91.74,284.34,50.49,78.33,41.17,324.97,93.65,32.69,21,38.25,28.92,363.79,211.48,363,516.23,96.81,104.02,95.37,95.17,83.09,104.17
4/6/2023,208.93,8785.702,2245.934,1754.464,1934.707,1966.689,2132.95,74.84,142.07,80.560644,2064.098038,20.62,2100.33,984.43,101.822,1095.91,117.716591,1129.588,787.45,654.14,531.81,1557.33,827.76,2608.75,501.51,232.97,196,354.72,53.29,135.29,1095.38,983.68,1164.37,931.07,953.4,3265.61,3078.65,2164.56,8780.81,50.89789,91.99,30.38559,2.57228,218.9029,90.93,24.74,241.26,79.72,97.23,6.515,31.5,113.45,136.29,11.84,55.23,86.92,55.43,20.17,93.6,99.8,0.52,108.11,11.08,7.87,78.02,130.5,52.7,19.52,67.72,18.40291716,49.49,48.52,22.66,35.53,17.76,28.35,7.47,0.814278866,193.98,17.52,427.57,21.44,41.8,9.19,133.94,94.93,75.95,51.27,10.95,58.68,12.2,90.13,40.88,115.22,26.34,102.12,115.42,176.87,158.66,52.59,13.19,125.29,123,127.14,17.29,236.93,254.09,34.64,34.64,68,140.61,19.65,41.15,352.8,198.64,355.27,25.68,96.36,159.37,77.63,93.29,76.87,100.26,33,338.59,25.52,93.54,94.24,94.61,92.49,107.77,91.52,93.76,117.25,106.33,123.62,110.46,92.17,102.98,105.31,110.49,107.78,102.25,109.88,93.59,91.59,291.6,50.47,78.97,41.71,325.77,93.05,33.26,21.66,38.25,28.71,361.47,216.1,362.1,519.97,96.6,104.07,95.08,95.04,82.29,106.86
4/7/2023,208.94,8785.702,2245.934,1754.464,1934.707,1966.689,2119.77,74.84,142.07,80.560644,2064.098038,20.62,2101.06,987.07,102.092,1095.91,116.959063,1129.588,787.45,654.14,531.81,1557.33,827.76,2608.75,501.51,232.97,196,354.72,53.07,135.29,1095.38,983.68,1164.37,931.07,953.4,3265.61,3078.65,2164.56,8780.81,50.89789,91.99,30.38559,2.57228,218.9029,90.93,24.74,241.26,79.72,97.23,6.515,31.5,113.45,136.29,11.84,55.23,86.92,55.43,20.17,93.6,99.8,0.52,108.11,11.08,7.87,78.02,130.5,52.7,19.52,67.72,18.40291716,49.49,48.52,22.66,35.53,17.76,28.35,7.47,0.814278866,193.98,17.52,427.57,21.44,41.8,9.19,133.94,94.93,75.95,51.27,10.95,58.68,12.2,90.13,40.88,115.22,26.34,102.12,115.42,176.87,158.66,52.59,13.19,125.29,123,127.14,17.29,236.93,254.09,34.64,34.64,68,140.61,19.65,41.15,352.8,198.64,355.27,25.68,96.36,159.37,77.63,93.29,76.87,100.26,33,338.59,25.52,93.54,94.24,94.61,92.49,107.77,91.52,93.76,117.25,106.33,123.62,110.46,92.17,102.98,105.31,110.49,107.78,102.25,109.88,93.59,91.59,291.6,50.47,78.97,41.71,325.77,93.05,33.26,21.66,38.25,28.71,361.47,216.1,362.1,519.97,96.6,104.07,95.08,95.04,82.29,106.86
4/10/2023,209.02,8794.655,2249.612,1772.443,1935.817,1974.063,2116.98,74.77,142.68,79.602302,2040.7065,20.6,2084.79,988.68,102.578,1097.08,116.67494,1134.394,787.34,658.37,533.25,1556.75,835.19,2604.91,503.98,234.1,194.65,354.01,53.21,139.29,1096.78,984.07,1163.94,932.26,953.19,3248.87,3045.52,2203.9,8780.81,51.4009,91.99,30.38559,2.59578,221.1898,92.63,25.07,240.56,80.84,98.41,6.57,31.62,115.21,139.91,12.01,55.81,88.22,54.69,19.81,94.36,102.2,0.5305,109.06,11.3,7.87,81.02,131.03,53.6,19.22,68.94,18.40034643,50.4,48.9,23.84,37.41,18.41,29.04,7.8,0.817743337,198.07,17.1,433.41,21.92,42.3,9.35,137.05,95.22,75.79,51.33,10.66,59.81,12.24,91.64,40.78,116.11,27.28,102.59,116.07,177.17,158.47,53.07,13.35,126.34,124.29,127.15,17.72,240.61,266.94,34.45,34.42,69.15,140.41,19.57,42.36,351.95,198.37,364.92,26.21,98.59,161,80.2,94.12,76.15,101.55,33.705,340.48,25.76,95.22,95.95,95.55,93.29,109.05,92.39,94.97,118.52,107.89,125,110.44,92.91,103.38,105.92,110.96,108.6,102.62,110.31,95.04,92.41,289.39,52.13,78.43,42.07,334.79,93.21,33.36,22.3,37.71,28.24,360.14,214.75,364.75,524.56,97.31,104.52,95.95,95.87,83.82,107.29
4/11/2023,209.07,8794.288,2250.853,1786.595,1930.94,1983.226,2119.01,74.93,143.18,81.389211,2056.813831,20.81,2109.4,996.25,102.204,1098.33,116.532929,1134.57,789.24,664.24,537.78,1561.36,840.11,2578,507.65,235.18,193.82,354.24,54.08,142.85,1091.62,985.01,1163.79,933.46,954.48,3202.52,3023.82,2185.85,8780.81,52.41379,90.59264,31.07305,2.57415,221.4911,93.84,25.11,241.75,81.03,99.12,6.59,32.05,116.53,141.75,12.3,56.89,88.53,56,21.05,93.91,101.46,0.566,111.19,11.27,7.97,81.44,130.42,53.98,19.25,69.26,18.44474994,50.08,47.96,24.21,37.83,18.94,29.16,8.04,0.817870209,197.7,17.29,456.16,22.67,43.52,9.26,138.4,98.43,76.4,50.62,10.75,60.62,12.2,92.59,40.8,116.1,27.43,102.78,116.37,178.14,159.02,53.44,13.43,126.01,123.57,127.16,18.04,239.17,271.52,34.44,34.43,69.79,141.8,19.69,44.12,357.48,198.9,370.55,26.29,99.48,163.25,80.75,93.69,76.88,102.73,34.5,346.2,26.11,95.13,95.85,96.12,93.92,109.03,93.05,95.44,119.14,108.07,125.51,110.69,93.49,103.46,106.26,111.51,109.37,103.28,110.89,96.71,92.94,282.83,52.31,78.34,42.17,339.99,93.57,33.64,22.88,35.77,28.32,364.13,213.85,363.28,533.76,97.93,104.7,96.42,96.43,84.73,108.04
4/12/2023,209.1,8758.112,2240.959,1773.698,1919.565,1976.957,2122.52,74.91,143.42,83.116223,2063.072093,21.01,2125.47,993.58,101.5,1096.52,116.864322,1117.092,785.7,664.99,536.69,1561.6,842.91,2562.26,508,234.47,192.09,353.83,53.4,139.55,1086.15,984.3,1164.93,931.8,954.1,3201.91,3011.09,2145.1,8780.81,49.55337,87.91501,31.29462,2.51883,221.5709,92.8,25.03,247.05,81.57,98.16,6.26,32.44,118.15,142.98,12.15,56.96,89.16,55.31,21.14,94.1,100.14,0.6331,109.32,11.36,7.85,80.55,128.54,53.51,19.1,69.46,18.36201919,49.25,47.32,23.1,36.37,18.48,27.9,7.54,0.805270955,188.94,17.16,463.24,21.99,43.86,8.78,140.89,95.69,77.07,50.11,10.62,60.93,12.1,91.97,40.41,116.08,25.6,102.33,115.9,177.19,159.48,53.17,13.49,126.39,120.27,127.66,17.91,235.46,272.39,34.4,34.1,69.04,139.88,19.77,42.89,359.01,198.73,376.07,26.61,99.62,162.61,80.99,94.27,76.05,103.49,34.65,346.06,25.62,93.73,94.45,95.71,93.59,108.29,92.63,94.6,117.8,106.93,124.22,109.95,93.09,102.46,105.13,110.63,107.89,102.44,109.8,95.52,92.48,283.49,51.84,78.59,42.9,340.06,93.59,32.96,22.13,32.32,27.64,361.78,214,365.6,532.05,97.57,103.6,95.98,95.95,83.41,108.17
4/13/2023,209.15,8875.653,2270.168,1796.683,1953.415,1993.236,2119.28,75.42,144.47,82.018123,2094.260811,20.93,2144.77,997.03,101.011,1098.25,116.611813,1142.934,790.06,669.04,541.3,1580.81,846.09,2612.33,513.11,233.52,196.57,353.91,53.77,142.62,1093.07,983.94,1165.87,934.13,952.64,3263.56,3098.92,2158.75,8780.81,52.89622,89.62222,31.49854,2.53001,225.5065,91.93,25.51,251.5,82.73,98.4,6.24,32.5,120.54,144.78,12.67,56.65,89.36,56.7,21.78,94.3,103.49,0.6454,112.24,11.34,8.07,80.59,127.9,54.29,19.43,69.39,18.46391356,49.31,47.05,22.91,35.85,18.46,27.92,7.62,0.823899512,189.18,17.55,478.59,21.7,44.1,8.55,143.63,95.88,77.89,50.8,10.42,60.29,12.29,91.8,40.49,114.11,25.49,103.88,114.34,179.54,159,53.56,13.62,128.46,121.13,130.77,18.23,235.74,258.02,34.18,35.1,69.96,138.76,19.96,42.26,363.46,197.92,373.34,26.86,99.43,166.03,82.15,95.74,79.43,104.58,34.705,348.73,25.66,93.99,94.7,95.93,93.95,109.4,92.89,95.82,118.94,107.76,125.39,110.99,93.44,103.09,106,111.62,108.38,102.7,110.2,96.58,92.86,289.84,52.37,78.85,42.74,332.77,94.41,33.79,22.14,31.29,28.67,369.65,220.35,362.72,535.26,97.93,104.09,96.28,96.03,84.48,109.47
4/14/2023,209.17,8857.313,2264.939,1781.154,1946.418,1989.857,2109.56,75.28,143.67,82.377501,2054.146375,20.98,2145.72,1000.49,101.552,1096.81,116.012154,1144.403,785.47,670.32,547.01,1568.38,845.07,2599.12,509.65,229.59,197.18,349.97,53.27,141.4,1099.08,983.67,1165.78,935.24,952.87,3230.46,3090.18,2159.79,8780.81,51.01965,91.73285,31.8362,2.47173,223.0778,89.78,25.54,254.01,81.85,98.47,6.16,32.88,120.81,143.74,12.44,56.66,88.83,57.41,21.35,95.44,101.73,0.6777,111.97,11.03,7.83,81.15,128.14,53.68,19.58,69.48,18.35664403,48.97,46.65,23.38,36.19,18.25,27.74,7.56,0.82495846,190.86,17.26,478.45,22.02,44.3,8.72,143.54,96.58,78.15,50.54,10.32,59.91,11.98,91.15,39.87,112.13,25.56,103.39,113.04,177.94,157.75,52.94,13.55,127.73,120.16,128.55,18,233.88,261.46,33.125,36.22,69.86,136.56,19.93,41.56,364.37,198.53,378.05,26.96,99.73,168.27,81.46,92.72,78.19,104.44,34.315,349.2,25.73,94.06,94.77,95.83,93.89,109.15,92.88,95.78,118.46,107.24,124.53,110,93.22,102.53,105.52,111.08,108.11,102.15,109.48,96.46,92.72,286.14,52.8,78.02,42.82,338.67,95.01,33.69,21.58,31.13,28.49,372.43,221.49,359.21,523.83,97.72,103.61,96.18,95.86,84.84,108.71
4/17/2023,209.26,8886.759,2272.895,1802.838,1951.493,2000.724,2099.5,75.08,143.49,80.69042,2045.938818,20.84,2132.84,1003.78,102.103,1099.94,115.507136,1152.152,790.1,661.8,553.18,1566.76,851.74,2609.33,512.64,234.71,194.68,351.97,53.59,142.41,1105.14,984.13,1162.83,936.04,954.14,3252.11,3089.88,2170.6,8780.81,51.30921,90.55233,31.85213,2.4621,226.6942,96.2,25.66,253.25,83.3,98.31,6.24,33.95,121.9,143.67,12.475,57.39,89.65,58.04,20.89,96.77,104.18,0.7466,113.61,11.14,8.11,81.11,127.82,53.44,19.82,69.37,18.46484837,48.25,47.81,23.34,35.44,18.64,27.7,7.75,0.830544432,187.86,17.95,484.35,22.04,44.77,9.18,143.31,97.83,78.62,50.28,10.52,60.13,11.93,91.23,40.46,114.89,24.89,103.94,114.1,178.88,160.15,53.06,13.33,129.09,119.38,128.91,18.08,239.17,268.86,33.77,35.81,71.79,138.02,19.79,36.03,362.6,200.04,383.52,27.06,100.07,167.55,82.42,94.82,81.83,104.65,34.44,353.59,24.8,95.1,95.82,96.49,94.48,109.16,93.59,96.55,119.4,108.01,125.38,110,93.89,103.67,106.74,112.2,109.36,103.49,110.79,98.17,93.41,288.8,51.76,78.54,42.93,340.82,95.71,35.29,22.08,31.48,28.72,372.76,218.86,363.8,518.82,98.39,104.73,96.89,96.59,85.67,109.47
4/18/2023,209.3,8894.353,2274.938,1795.55,1953.812,2000.767,2101.91,75.13,143.66,80.720368,2059.481287,20.88,2149.67,1000.54,101.745,1100.62,115.633391,1153.588,792.68,664.75,554.91,1556.5,855.69,2619.95,514.68,234.35,193.42,350.17,53.48,141.64,1110.49,984.6,1162.55,936.86,954.43,3253.75,3107.65,2187.44,8780.81,52.2077,93.64509,32.29568,2.40706,227.0399,97.57,25.34,257.08,83.14,98.13,6.22,34.92,122.21,143.71,12.03,57.64,89.4,56.66,20.79,98.47,103.86,0.7184,116.93,11.23,8.07,80.92,127.78,52.58,19.87,68.82,18.52514366,47.95,47.85,23.3,35.36,18.3,28.63,7.55,0.831579592,188,17.83,484.04,22.07,44.81,9.05,143.2,97.55,79.63,50.31,10.45,59.8,11.95,90.54,40.29,114.14,25.15,103.76,113.6,179.3,162.12,52.88,13.03,128.15,118.36,127.01,18.13,245.27,273.26,33.43,35.52,73.58,138.01,19.82,34.78,375,199.47,387.28,27.27,100.75,168.79,82.2,95.52,81.33,104.19,34.095,353.45,24.74,95.62,96.35,96.67,94.72,109.65,93.91,97.04,119.72,108.39,125.12,108.76,94.06,103.94,107,112.06,109.81,103.29,110.45,98.34,93.69,288.37,51.25,78.3,42.77,343.4,96.14,34.89,21.82,33.4,29.87,372.32,217.89,369.65,512.68,98.64,105.13,97.24,96.83,86.87,109.65
4/19/2023,209.33,8893.602,2274.853,1799.442,1954.207,2000.701,2099.61,74.83,142.93,79.023303,2046.964762,20.56,2144.98,990.37,101.968,1103.83,115.333511,1153.854,792.29,663.08,556.33,1560.92,855.09,2616.53,513.07,235.64,192.02,352.91,53.67,141.05,1107.53,984.24,1161.76,935.61,953.05,3251.97,3104.89,2180.45,8780.81,51.85571,94.44207,32.18521,2.39389,225.8167,96.51,24.92,256.63,82.96,98.33,6.28,35.31,123.43,146.14,12.01,57.73,88.6,56.01,20.18,99.03,103.36,0.7387,116.83,11.15,8.18,82.26,126.32,52.02,19.03,68.74,18.51602925,47.55,47.45,23.45,35.6,18.42,28.69,7.5,0.831771342,188.09,18.14,498.48,22.46,44.98,9.05,144.27,99.3,80.19,48.04,11.05,59.86,11.78,88.46,40.59,116.51,24.67,104.44,114.74,180.01,162.2,52.81,13.12,126.16,118.54,125.04,18.15,250.14,274.25,33.2,35.15,74.07,139.34,19.7,35.76,377.97,202,378.57,27.17,100.12,165.81,84.46,95.04,82.35,103.74,34.335,356.8,24.66,93.72,94.43,96.08,94.34,107.96,93.47,96.33,119.58,106.7,124.67,108.39,93.91,103.35,106.71,111.45,109.52,103.45,110.37,100.51,93.39,288.45,50.83,78.94,44.04,346.01,92.16,37.43,22.56,32.68,28.95,372.8,215.7,374.34,492.9,98.41,104.64,96.78,96.68,86.49,108.95
4/20/2023,209.37,8841.616,2261.133,1789.697,1943.901,1987.19,2108.05,74.76,142.52,77.156533,2059.686476,20.21,2147.82,989.79,101.84,1101.1,115.807016,1136.781,792.75,657.19,554.56,1554.15,853.51,2596.7,512.69,232.84,190.55,352.72,52.66,137.85,1103.32,983.38,1163.9,934.78,952.11,3228.14,3078.87,2165.5,8780.81,50.78363,93.59874,31.7056,2.41785,220.1261,94.25,24.57,258.48,82.95,98.41,6.07,35.51,123.19,148.27,11.87,56.85,88.91,56.28,20.49,99.76,103.39,0.7752,116.49,11.18,8.25,82.32,126.36,51.94,19.15,69.21,18.52677958,47.86,47.8,23.14,34.76,18.14,29.16,7.36,0.819464038,187.84,17.96,494.01,23.01,45.38,8.86,144.06,97.27,80.76,46.58,10.93,60.31,11.77,88.95,40.55,117.38,24.35,104.17,115.77,177.99,159.5,53.01,13.41,125.67,118.64,124.88,18.24,245.99,278.64,32.71,35.14,75.51,138.99,17.65,34.29,375.06,202.6,375.48,27.26,100.59,165.53,84.48,94.73,80.62,104.01,34.88,356.5,24.27,91.64,92.32,95.52,93.79,102.98,92.92,92.95,118.01,104.66,123.84,106.81,93.45,102.95,106.21,110.2,109.48,103.27,110.4,100.04,92.74,286.11,50.07,78.75,43.74,346.89,92.26,37.08,22.15,32.1,27.81,375,213.07,375.6,490.31,97.8,104.3,96.08,96.36,84.44,110.18
4/21/2023,209.39,8849.76,2262.828,1791.506,1946.174,1987.864,2104.68,74.99,142.41,77.655153,2030.857431,20.21,2146.26,980.74,101.822,1102.06,115.617634,1150.47,798.68,653.3,552.37,1564.68,851.44,2587.05,508.05,233.24,191.16,353.78,52.81,138.65,1097.58,984.18,1163.43,933.96,952.45,3227.24,3056.75,2155.58,8780.81,51.18151,93.49815,31.45484,2.3966,224.0883,96.64,24.13,256.23,82.63,99.02,6.21,36.14,124.67,145.88,11.92,57.41,89.11,56.28,20.13,99.51,102.78,0.7608,117.4,11.63,8.22,82.12,125.73,52.37,19.36,68.12,18.66536526,47.5,47.92,23.16,35.63,17.85,31.34,7.29,0.82933194,191.8,17.99,490.57,23.32,45.22,8.84,143.92,96.59,81.29,47.03,10.69,60.38,11.81,87.82,40.82,115.78,24.24,102.49,115.38,178.09,157.4,53.46,13.42,126.59,117.76,123.61,18.05,245.15,279.98,33.11,35,75.24,139.62,18.22,33.38,373.39,198.85,372.66,27.41,100.44,162.73,84.19,94.1,82.27,104.31,34.365,354.59,24.09,91.2,91.89,95.68,93.94,103.82,92.95,93.39,118.73,104.91,124.67,107.98,93.6,103.27,106.6,110.99,109.59,103.57,110.82,100.12,92.88,285.76,49.13,78.99,43.58,348.85,93.85,35.39,22.53,32.7,29.18,375.24,212.89,370.62,491.21,98.01,104.54,96.11,96.41,84.03,110.35
4/24/2023,209.46,8857.303,2263.945,1788.874,1944.353,1991.375,2113.32,75.2,143.34,78.542698,2040.7065,20.38,2153.43,977.38,101.348,1101.9,116.027911,1149.635,801.87,663.35,551.26,1573.41,853.37,2576.08,511.57,232.52,191.14,355.54,53.06,137.21,1088.74,984.95,1165.91,933.92,952.93,3195.8,3063.05,2147.22,8780.81,50.09231,95.68075,31.72275,2.40843,225.4533,97.49,24.16,253.6,83.24,99.96,6.06,35.36,122.2,147.23,11.69,56.97,90.04,55.86,20.25,100.15,104.7,0.7042,117.87,11.7,8.31,83.06,125.4,52.77,18.82,69.13,18.73991642,47.82,48.24,22.98,35.93,17.88,29.4,7.19,0.828730019,193.59,17.7,494.01,22.97,41.93,8.84,144.27,96.34,81.3,47.39,10.49,59.47,12.32,86.51,40.99,115.9,24.2,103.4,116.22,179.12,158.33,53.98,13.2,126.09,117.35,122.71,17.94,251.4,286.88,34.15,35.65,75.3,138.63,17.53,33.06,372.03,200.28,383.61,27.46,101.48,165.69,86.65,93.61,81.22,104.54,34.635,356.12,24.73,92.9,93.61,96.16,94.37,102.58,93.4,93.52,119.43,105.62,125.64,107.7,94.01,103.44,107.01,111.08,110.2,103.93,111.15,100.8,93.35,281.77,50.82,79.04,43.81,354.44,93.78,34.8,22.58,32.23,28.24,374.73,212.79,371.29,501.73,98.39,104.54,96.5,96.96,83.82,109.83
