TradeDate,FundName,Description,Ticker,Analyst,Symbol,BBYellowKey,Quantity,MarketPrice,DailyPL,Type,MarketValue,NAV,CalcSID,SID,SecID,UndlSecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,Currency,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,Exposure
3/7/2024,CRM LS Opps,Resideo Technologies Inc,REZI US,YANOVER,Resideo Technologies Inc,REZI US Equity,-7302,23,-4819.32,EQUITIES,-167946,1,REZI US Equity,REZI US Equity,8517,8517,BBG00HY28K89 FIGI,RESIDEO TECHNOLOGIES INC,RESIDEO TECHNOLOGIES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Building Products,3342330000,852132.4839,1,23,0,0,,0,Equity,BBG00HY28K89 FIGI,S5INDU Index,23,0,1,0,0,0,0,3342330000,Mid,0.04284545,-167946
3/7/2024,CRM LS Opps,Resideo Technologies Inc,REZI US,YELLIN,Resideo Technologies Inc,REZI US Equity,-7302,23,-4819.32,EQUITIES,-167946,1,REZI US Equity,REZI US Equity,8517,8517,BBG00HY28K89 FIGI,RESIDEO TECHNOLOGIES INC,RESIDEO TECHNOLOGIES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Building Products,3342330000,852132.4839,1,23,0,0,,0,Equity,BBG00HY28K89 FIGI,S5INDU Index,23,0,1,0,0,0,0,3342330000,Mid,0.04284545,-167946
3/7/2024,CRM LS Opps,Arcosa Inc,ACA US,YANOVER,Arcosa Inc,ACA US Equity,10073,85.71,21959.14,EQUITIES,863356.83,1,ACA US Equity,ACA US Equity,7828,7828,BBG00JGMWFM9 FIGI,ARCOSA INC,ARCOSA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Construction & Engineering,4162270000,207514.4194,1,85.71,0,0,,0,Equity,BBG00JGMWFM9 FIGI,S5INDU Index,85.71,0,1,0,0,0,0,4162270000,Mid,0.242706026,863356.83
3/7/2024,CRM LS Opps,Arcosa Inc,ACA US,YELLIN,Arcosa Inc,ACA US Equity,10073,85.71,21959.14,EQUITIES,863356.83,1,ACA US Equity,ACA US Equity,7828,7828,BBG00JGMWFM9 FIGI,ARCOSA INC,ARCOSA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Construction & Engineering,4162270000,207514.4194,1,85.71,0,0,,0,Equity,BBG00JGMWFM9 FIGI,S5INDU Index,85.71,0,1,0,0,0,0,4162270000,Mid,0.242706026,863356.83
3/7/2024,CRM LS Opps,Vontier Corp,VNT US,CHIN,Vontier Corp,VNT US Equity,0.5,43.59,0.24,EQUITIES,21.795,1,VNT US Equity,VNT US Equity,75184,75184,BBG00RRGSJR4 FIGI,VONTIER CORP,VONTIER CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,"Electronic Equipment, Instrume",6708500000,830928.6452,1,43.59,0,0,,0,Equity,BBG00RRGSJR4 FIGI,S5INFT Index,43.59,0,1,0,0,0,0,6708500000,Mid,3.00868E-06,21.795
3/7/2024,CRM LS Opps,Vontier Corp,VNT US,POLLOCK,Vontier Corp,VNT US Equity,16143.5,43.59,7748.88,EQUITIES,703695.165,1,VNT US Equity,VNT US Equity,75184,75184,BBG00RRGSJR4 FIGI,VONTIER CORP,VONTIER CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,"Electronic Equipment, Instrume",6708500000,830928.6452,1,43.59,0,0,,0,Equity,BBG00RRGSJR4 FIGI,S5INFT Index,43.59,0,1,0,0,0,0,6708500000,Mid,0.097141313,703695.165
3/7/2024,CRM LS Opps,Hillman Solutions Corp,HLMN US,NEWKIRK,Hillman Solutions Corp,HLMN US Equity,-7567,9.83,-1059.38,EQUITIES,-74383.61,1,HLMN US Equity,HLMN US Equity,93450,93450,BBG00XXPB3L3 FIGI,LANDCADIA HOLDINGS III INC-A,LANDCADIA HOLDINGS III INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,SPAC,SPAC,1918640000,978049.6129,1,9.83,0,0,,0,Equity,BBG00XXPB3L3 FIGI,SPTR Index,9.83,0,1,0,0,0,0,1918640000,Small,0.038684132,-74383.61
3/7/2024,CRM LS Opps,Hillman Solutions Corp,HLMN US,YELLIN,Hillman Solutions Corp,HLMN US Equity,-7567,9.83,-1059.38,EQUITIES,-74383.61,1,HLMN US Equity,HLMN US Equity,93450,93450,BBG00XXPB3L3 FIGI,LANDCADIA HOLDINGS III INC-A,LANDCADIA HOLDINGS III INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,SPAC,SPAC,1918640000,978049.6129,1,9.83,0,0,,0,Equity,BBG00XXPB3L3 FIGI,SPTR Index,9.83,0,1,0,0,0,0,1918640000,Small,0.038684132,-74383.61
3/7/2024,CRM LS Opps,Hayward Holdings Inc,HAYW US,YANOVER,Hayward Holdings Inc,HAYW US Equity,24726,14.26,7665.06,EQUITIES,352592.76,1,HAYW US Equity,HAYW US Equity,99704,99704,BBG00Z9CCRH5 FIGI,HAYWARD HOLDINGS INC,HAYWARD HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Building Materials,3056160000,1553237.581,1,14.26,0,0,,0,Equity,BBG00Z9CCRH5 FIGI,S5INDU Index,14.26,0,1,0,0,0,0,3056160000,Mid,0.079595035,352592.76
3/7/2024,CRM LS Opps,Hayward Holdings Inc,HAYW US,YELLIN,Hayward Holdings Inc,HAYW US Equity,24726,14.26,7665.06,EQUITIES,352592.76,1,HAYW US Equity,HAYW US Equity,99704,99704,BBG00Z9CCRH5 FIGI,HAYWARD HOLDINGS INC,HAYWARD HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Building Materials,3056160000,1553237.581,1,14.26,0,0,,0,Equity,BBG00Z9CCRH5 FIGI,S5INDU Index,14.26,0,1,0,0,0,0,3056160000,Mid,0.079595035,352592.76
3/7/2024,CRM LS Opps,Acv Auctions Inc,ACVA US,MAINA,ACV Auctions Inc,ACVA US Equity,15362.5,18,-2381.1875,EQUITIES,276525,1,ACVA US Equity,ACVA US Equity,101966,101966,BBG00G5JGQ66 FIGI,ACV AUCTIONS INC-A,ACV AUCTIONS INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Commercial Services & Supplies,2950050000,1432234.355,1,18,0,0,,0,Equity,BBG00G5JGQ66 FIGI,S5INDU Index,18,0,1,0,0,0,0,2950050000,Mid,0.053631237,276525
3/7/2024,CRM LS Opps,Acv Auctions Inc,ACVA US,NEWKIRK,ACV Auctions Inc,ACVA US Equity,15362.5,18,-2381.1875,EQUITIES,276525,1,ACVA US Equity,ACVA US Equity,101966,101966,BBG00G5JGQ66 FIGI,ACV AUCTIONS INC-A,ACV AUCTIONS INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Commercial Services & Supplies,2950050000,1432234.355,1,18,0,0,,0,Equity,BBG00G5JGQ66 FIGI,S5INDU Index,18,0,1,0,0,0,0,2950050000,Mid,0.053631237,276525
3/7/2024,CRM LS Opps,Victoria's Secret & Co,VSCO US,MORRIS,VICTORIA'S SECRET & CO,VSCO US Equity,5275.5,18.01,-40146.555,EQUITIES,95011.755,1,VSCO US Equity,VSCO US Equity,120022,120022,BBG01103B471 FIGI,VICTORIA'S SECRET INC-W/I,VICTORIA'S SECRET INC-W/I,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,1394600000,2984935.548,1,18.01,0,0,,0,Equity,BBG01103B471 FIGI,S5COND Index,18.01,0,1,0,0,0,0,1394600000,Small,0.008836874,95011.755
3/7/2024,CRM LS Opps,Victoria's Secret & Co,VSCO US,NEWKIRK,VICTORIA'S SECRET & CO,VSCO US Equity,5275.5,18.01,-40146.555,EQUITIES,95011.755,1,VSCO US Equity,VSCO US Equity,120022,120022,BBG01103B471 FIGI,VICTORIA'S SECRET INC-W/I,VICTORIA'S SECRET INC-W/I,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,1394600000,2984935.548,1,18.01,0,0,,0,Equity,BBG01103B471 FIGI,S5COND Index,18.01,0,1,0,0,0,0,1394600000,Small,0.008836874,95011.755
3/7/2024,CRM LS Opps,Evgo Inc,EVGO US,MIXTER,EVgo Inc,EVGO US Equity,-6823,2.78,1637.52,EQUITIES,-18967.94,1,EVGO US Equity,EVGO US Equity,92611,92611,BBG00XP21PQ0 FIGI,EVGO INC,EVGO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,838210000,3070408.452,1,2.78,0,0,,0,Equity,BBG00XP21PQ0 FIGI,S5COND Index,2.78,0,1,0,0,0,0,838210000,Small,0.0111109,-18967.94
3/7/2024,CRM LS Opps,Evgo Inc,EVGO US,YELLIN,EVgo Inc,EVGO US Equity,-6823,2.78,1637.52,EQUITIES,-18967.94,1,EVGO US Equity,EVGO US Equity,92611,92611,BBG00XP21PQ0 FIGI,EVGO INC,EVGO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,838210000,3070408.452,1,2.78,0,0,,0,Equity,BBG00XP21PQ0 FIGI,S5COND Index,2.78,0,1,0,0,0,0,838210000,Small,0.0111109,-18967.94
3/7/2024,CRM LS Opps,Dutch Bros Inc,BROS US,MORRIS,Dutch Bros Inc,BROS US Equity,-1767.5,29.92,247.45,EQUITIES,-52883.6,1,BROS US Equity,BROS US Equity,129357,129357,BBG000BT1XR0 FIGI,BROAD OAKS SECURITIES INC,BROAD OAKS SECURITIES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",,0,1,29.92,0,0,,0,Equity,BBG000BT1XR0 FIGI,S5COND Index,29.92,0,1,0,0,0,0,0,Misc,0,-52883.6
3/7/2024,CRM LS Opps,Dutch Bros Inc,BROS US,NEWKIRK,Dutch Bros Inc,BROS US Equity,-1767.5,29.92,247.45,EQUITIES,-52883.6,1,BROS US Equity,BROS US Equity,129357,129357,BBG000BT1XR0 FIGI,BROAD OAKS SECURITIES INC,BROAD OAKS SECURITIES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",,0,1,29.92,0,0,,0,Equity,BBG000BT1XR0 FIGI,S5COND Index,29.92,0,1,0,0,0,0,0,Misc,0,-52883.6
3/7/2024,CRM LS Opps,Fluence Energy Inc,FLNC US,MIXTER,Fluence Energy Inc,FLNC US Equity,-8469,15.21,-3218.22,EQUITIES,-128813.49,1,FLNC US Equity,FLNC US Equity,138686,138686,BBG012QSDSK6 FIGI,FLUENCE ENERGY INC,FLUENCE ENERGY INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,2717010000,2942443.032,1,15.21,0,0,,0,Equity,BBG012QSDSK6 FIGI,S5INDU Index,15.21,0,1,0,0,0,0,2717010000,Mid,0.014391103,-128813.49
3/7/2024,CRM LS Opps,SharkNinja (Hong Kong) Company Limited,SN US,MORRIS,SharkNinja (Hong Kong) Company Limited,SN US Equity,2808,55.68,842.4,EQUITIES,156349.44,1,SN US Equity,SN US Equity,221034,221034,BBG01HN2K357 FIGI,SHARKNINJA INC,SHARKNINJA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Household Durables,7757660000,968698.5161,1,55.68,0,0,,0,Equity,BBG01HN2K357 FIGI,S5COND Index,55.68,0,1,0,0,0,0,7757660000,Mid,0.014493673,156349.44
3/7/2024,CRM LS Opps,SharkNinja (Hong Kong) Company Limited,SN US,NEWKIRK,SharkNinja (Hong Kong) Company Limited,SN US Equity,2808,55.68,842.4,EQUITIES,156349.44,1,SN US Equity,SN US Equity,221034,221034,BBG01HN2K357 FIGI,SHARKNINJA INC,SHARKNINJA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Household Durables,7757660000,968698.5161,1,55.68,0,0,,0,Equity,BBG01HN2K357 FIGI,S5COND Index,55.68,0,1,0,0,0,0,7757660000,Mid,0.014493673,156349.44
3/7/2024,CRM LS Opps,Wk Kellogg Co,KLG US,MORRIS,WK Kellogg Co,KLG US Equity,-6978,14.53,1046.7,EQUITIES,-101390.34,1,KLG US Equity,KLG US Equity,224509,224509,BBG018CYVVW5 FIGI,WK KELLOGG CO,WK KELLOGG CO,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Staples,Food Products,1246860000,1143994.226,1,14.53,0,0,,0,Equity,BBG018CYVVW5 FIGI,S5CONS Index,14.53,0,1,0,0,0,0,1246860000,Small,0.030498406,-101390.34
3/7/2024,CRM LS Opps,Mscms979 Index,MSCMS979,HEDGE,MSCMS979,MSCMS979 Equity,-1346,104.11,-1034.66,EQUITY SWAP,-5640.81,1,MSCMS979 Equity,MSCMS979 Equity,276380,276380,BBG01LDX2Y62 FIGI,MSCMS979,MSCMS979,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,6.94144E+12,86428689.1,1,104.11,0,0,,0,Equity,BBG01LDX2Y62 FIGI,SPTR Index,104.11,0,1,0,0,0,0,6.94144E+12,Mega,7.78677E-05,-140132.06
3/7/2024,CRM LS Opps,Mscms980 Index,MSCMS980,HEDGE,MSCMS980,MSCMS980 Equity,-1356,106.11,-2982.5,EQUITY SWAP,-8779.29,1,MSCMS980 Equity,MSCMS980 Equity,276467,276467,BBG01LFP7VX8 FIGI,MSCMS980,MSCMS980,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3.85095E+11,7949983.4,1,106.11,0,0,,0,Equity,BBG01LFP7VX8 FIGI,SPTR Index,106.11,0,1,0,0,0,0,3.85095E+11,Mega,0.000852832,-143885.16
3/7/2024,CRM LS Opps,Mscms981 Index,MSCMS981,HEDGE,MSCMS981,MSCMS981 Equity,-1362,104.17,-2151.07,EQUITY SWAP,-5712.96,1,MSCMS981 Equity,MSCMS981 Equity,277435,277435,BBG01LG5S725 FIGI,MSCMS981,MSCMS981,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3.6953E+11,13263476.37,1,104.17,0,0,,0,Equity,BBG01LG5S725 FIGI,SPTR Index,104.17,0,1,0,0,0,0,3.6953E+11,Mega,0.00051344,-141879.54
3/7/2024,CRM LS Opps,Mscms982 Index,MSCMS982,HEDGE,MSCMS982,MSCMS982 Equity,-1365,106.73,-5213.37,EQUITY SWAP,-9138.51,1,MSCMS982 Equity,MSCMS982 Equity,277657,277657,BBG01LGJPD98 FIGI,MSCMS982,MSCMS982,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,1.08426E+11,3346977.222,1,106.73,0,0,,0,Equity,BBG01LGJPD98 FIGI,SPTR Index,106.73,0,1,0,0,0,0,1.08426E+11,Mega,0.002039153,-145686.45
3/7/2024,CRM LS Opps,Mscms983 Index,MSCMS983,HEDGE,MSCMS983,MSCMS983 Equity,-1348,107.05,-2223.28,EQUITY SWAP,-9457.8,1,MSCMS983 Equity,MSCMS983 Equity,277769,277769,BBG01LGV6385 FIGI,MSCMS983,MSCMS983,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,5.69235E+11,11168662.76,1,107.05,0,0,,0,Equity,BBG01LGV6385 FIGI,SPTR Index,107.05,0,1,0,0,0,0,5.69235E+11,Mega,0.000603474,-144303.4
3/7/2024,CRM LS Opps,Mscms984 Index,MSCMS984,HEDGE,MSCMS984,MSCMS984 Equity,-1360,103.89,-586.74,EQUITY SWAP,-5185.29,1,MSCMS984 Equity,MSCMS984 Equity,277957,277957,BBG01LK3NLL8 FIGI,MSCMS984,MSCMS984,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,6.19307E+12,74709840.19,1,103.89,0,0,,0,Equity,BBG01LK3NLL8 FIGI,SPTR Index,103.89,0,1,0,0,0,0,6.19307E+12,Mega,9.10188E-05,-141290.4
3/7/2024,CRM LS Opps,Mscms985 Index,MSCMS985,HEDGE,MSCMS985,MSCMS985 Equity,-1375,106.46,-2281.7,EQUITY SWAP,-9152.02,1,MSCMS985 Equity,MSCMS985 Equity,278037,278037,BBG01LKV4T03 FIGI,MSCMS985,MSCMS985,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,9.40802E+11,32237835.47,1,106.46,0,0,,0,Equity,BBG01LKV4T03 FIGI,SPTR Index,106.46,0,1,0,0,0,0,9.40802E+11,Mega,0.000213259,-146382.5
3/7/2024,CRM LS Opps,Mscms986 Index,MSCMS986,HEDGE,MSCMS986,MSCMS986 Equity,-1375,109.96,-4027.55,EQUITY SWAP,-12990.74,1,MSCMS986 Equity,MSCMS986 Equity,278278,278278,BBG01LM0NQT3 FIGI,MSCMS986,MSCMS986,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3.78477E+11,11156963.31,1,109.96,0,0,,0,Equity,BBG01LM0NQT3 FIGI,SPTR Index,109.96,0,1,0,0,0,0,3.78477E+11,Mega,0.000616207,-151195
3/7/2024,CRM LS Opps,Mscms987 Index,MSCMS987,HEDGE,MSCMS987,MSCMS987 Equity,-1369,100.89,-683.15,EQUITY SWAP,-152.78,1,MSCMS987 Equity,MSCMS987 Equity,279039,279039,BBG01LMWGVP4 FIGI,MSCMS987,MSCMS987,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,1.98741E+11,3486408.083,1,100.89,0,0,,0,Equity,BBG01LMWGVP4 FIGI,SPTR Index,100.89,0,1,0,0,0,0,1.98741E+11,Mega,0.001963339,-138118.41
3/7/2024,CRM LS Opps,Mscms988 Index,MSCMS988,HEDGE,MSCMS988,MSCMS988 Equity,-1375,102.48,-1360.52,EQUITY SWAP,-3859.8,1,MSCMS988 Equity,MSCMS988 Equity,279143,279143,BBG01LNSPRZ0 FIGI,MSCMS988,MSCMS988,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,7.02079E+11,18705078,1,102.48,0,0,,0,Equity,BBG01LNSPRZ0 FIGI,SPTR Index,102.48,0,1,0,0,0,0,7.02079E+11,Mega,0.000367547,-140910
3/7/2024,CRM LS Opps,Mscms989 Index,MSCMS989,HEDGE,MSCMS989,MSCMS989 Equity,-1392,103.33,-2309.69,EQUITY SWAP,-4404.8,1,MSCMS989 Equity,MSCMS989 Equity,279341,279341,BBG01LPQN9T1 FIGI,MSCMS989,MSCMS989,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,7.12366E+11,19066386,1,103.33,0,0,,0,Equity,BBG01LPQN9T1 FIGI,SPTR Index,103.33,0,1,0,0,0,0,7.12366E+11,Mega,0.00036504,-143835.36
3/7/2024,CRM LS Opps,Mscms990 Index,MSCMS990,HEDGE,MSCMS990,MSCMS990 Equity,-1390,102.57,-806.02,EQUITY SWAP,-3643.07,1,MSCMS990 Equity,MSCMS990 Equity,279540,279540,BBG01LQ91TF3 FIGI,MSCMS990,MSCMS990,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,6.38429E+12,87332316,1,102.57,0,0,,0,Equity,BBG01LQ91TF3 FIGI,SPTR Index,102.57,0,1,0,0,0,0,6.38429E+12,Mega,7.95811E-05,-142572.3
3/7/2024,CRM LS Opps,Mscms991 Index,MSCMS991,HEDGE,MSCMS991,MSCMS991 Equity,-1399,103.6,-1370.32,EQUITY SWAP,-5622.52,1,MSCMS991 Equity,MSCMS991 Equity,280610,280610,BBG01LQSBQD8 FIGI,MSCMS991,MSCMS991,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,4.26037E+11,15521345.75,1,103.6,0,0,,0,Equity,BBG01LQSBQD8 FIGI,SPTR Index,103.6,0,1,0,0,0,0,4.26037E+11,Mega,0.00045067,-144936.4
3/7/2024,CRM LS Opps,Mscms992 Index,MSCMS992,HEDGE,MSCMS992,MSCMS992 Equity,-1401,102.26,-2296.69,EQUITY SWAP,-3120.84,1,MSCMS992 Equity,MSCMS992 Equity,280756,280756,BBG01LR3YNV4 FIGI,MSCMS992,MSCMS992,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,5.71382E+11,19702968.29,1,102.26,0,0,,0,Equity,BBG01LR3YNV4 FIGI,SPTR Index,102.26,0,1,0,0,0,0,5.71382E+11,Mega,0.00035553,-143266.26
3/7/2024,CRM LS Opps,Mscms993 Index,MSCMS993,HEDGE,MSCMS993,MSCMS993 Equity,-1402,100.39,-1120.6,EQUITY SWAP,-408.29,1,MSCMS993 Equity,MSCMS993 Equity,281103,281103,BBG01LS5MNX9 FIGI,MSCMS993,MSCMS993,Equity Index,Index,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,4.92175E+11,17181854,1,100.39,0,0,,0,Equity,BBG01LS5MNX9 FIGI,SPTR Index,100.39,0,1,0,0,0,0,4.92175E+11,Mega,0.000407989,-140746.78
