TradeDate,FundName,Description,Ticker,Analyst,Symbol,BBYellowKey,Quantity,MarketPrice,DailyPL,Type,MarketValue,NAV,CalcSID,SID,SecID,UndlSecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,Currency,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,Exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Evgo Inc,EVGO US,MIXTER,EVgo Inc,EVGO US Equity,-6823.0,3.19,-682.3,EQUITIES,-21765.37,1,EVGO US Equity,EVGO US Equity,92611,92611,BBG00XP21PQ0 FIGI,EVGO INC,EVGO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Road & Rail,954940000,2413555.613,1,3.19,0,0,,0,Equity,BBG00XP21PQ0 FIGI,S5INDU Index,3.19,0,1,0,0,0,0,954940000,Small,0.014134748,-21765.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Evgo Inc,EVGO US,YELLIN,EVgo Inc,EVGO US Equity,-6823.0,3.19,-682.3,EQUITIES,-21765.37,1,EVGO US Equity,EVGO US Equity,"92,611.00","92,611.00",BBG00XP21PQ0 FIGI,EVGO INC,EVGO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Road & Rail,954940000,2413555.613,1,3.19,0,0,,0,Equity,BBG00XP21PQ0 FIGI,S5INDU Index,3.19,0,1,0,0,0,0,954940000,Small,0.014134748,-21765.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Evercore Partners Inc,EVR US,FROJMOVICH,Evercore Partners Inc,EVR US Equity,1884.0,172.44,11021.4,EQUITIES,324876.96,1,EVR US Equity,EVR US Equity,79,79,BBG000BP30Y0 FIGI,EVERCORE INC - A,EVERCORE INC - A,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Capital Markets,6496270000,220261.5161,1,172.44,0,0,,0,Equity,BBG000BP30Y0 FIGI,S5FINL Index,172.44,0,1,0,0,0,0,6496270000,Mid,0.042767344,324876.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Evercore Partners Inc,EVR US,HAVERTY,Evercore Partners Inc,EVR US Equity,1884.0,172.44,11021.4,EQUITIES,324876.96,1,EVR US Equity,EVR US Equity,79,79,BBG000BP30Y0 FIGI,EVERCORE INC - A,EVERCORE INC - A,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Capital Markets,6496270000,220261.5161,1,172.44,0,0,,0,Equity,BBG000BP30Y0 FIGI,S5FINL Index,172.44,0,1,0,0,0,0,6496270000,Mid,0.042767344,324876.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Eagle Materials Inc,EXP US,POLLOCK,Eagle Materials Inc,EXP US Equity,2229.0,203.94,8514.78,EQUITIES,454582.26,1,EXP US Equity,EXP US Equity,3023,3023,BBG000BJW241 FIGI,EAGLE MATERIALS INC,EAGLE MATERIALS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Materials,Construction Materials,7114830000,211671.2903,1,203.94,0,0,,0,Equity,BBG000BJW241 FIGI,S5MATR Index,203.94,0,1,0,0,0,0,7114830000,Mid,0.052652393,454582.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Eagle Materials Inc,EXP US,YANOVER,Eagle Materials Inc,EXP US Equity,2229.0,203.94,8514.78,EQUITIES,454582.26,1,EXP US Equity,EXP US Equity,3023,3023,BBG000BJW241 FIGI,EAGLE MATERIALS INC,EAGLE MATERIALS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Materials,Construction Materials,7114830000,211671.2903,1,203.94,0,0,,0,Equity,BBG000BJW241 FIGI,S5MATR Index,203.94,0,1,0,0,0,0,7114830000,Mid,0.052652393,454582.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Exp World Holdings Inc,EXPI US,MIXTER,eXp World Holdings Inc,EXPI US Equity,-5352.0,14.58,-535.2,EQUITIES,-78032.16,1,EXPI US Equity,EXPI US Equity,4197,4197,BBG001DCTG63 FIGI,EXP WORLD HOLDINGS INC,EXP WORLD HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Real Estate,Real Estate Management & Devel,2242390000,1167858.355,1,14.58,0,0,,0,Equity,BBG001DCTG63 FIGI,S5RLST Index,14.58,0,1,0,0,0,0,2242390000,Mid,0.022913738,-78032.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Exp World Holdings Inc,EXPI US,YELLIN,eXp World Holdings Inc,EXPI US Equity,-5352.0,14.58,-535.2,EQUITIES,-78032.16,1,EXPI US Equity,EXPI US Equity,4197,4197,BBG001DCTG63 FIGI,EXP WORLD HOLDINGS INC,EXP WORLD HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Real Estate,Real Estate Management & Devel,2242390000,1167858.355,1,14.58,0,0,,0,Equity,BBG001DCTG63 FIGI,S5RLST Index,14.58,0,1,0,0,0,0,2242390000,Mid,0.022913738,-78032.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,First American Financial Corp,FAF US,HARVEY,First American Financial Corp,FAF US Equity,6495.0,62.24,3767.1,EQUITIES,404248.80,1,FAF US Equity,FAF US Equity,4142,4142,BBG000V78V75 FIGI,FIRST AMERICAN FINANCIAL,FIRST AMERICAN FINANCIAL,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Insurance,6422000000,838689.8065,1,62.24,0,0,,0,Equity,BBG000V78V75 FIGI,S5FINL Index,62.24,0,1,0,0,0,0,6422000000,Mid,0.03872111,404248.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,First American Financial Corp,FAF US,NEWKIRK,First American Financial Corp,FAF US Equity,6495.0,62.24,3767.1,EQUITIES,404248.80,1,FAF US Equity,FAF US Equity,4142,4142,BBG000V78V75 FIGI,FIRST AMERICAN FINANCIAL,FIRST AMERICAN FINANCIAL,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Insurance,6422000000,838689.8065,1,62.24,0,0,,0,Equity,BBG000V78V75 FIGI,S5FINL Index,62.24,0,1,0,0,0,0,6422000000,Mid,0.03872111,404248.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Franklin Electric Co Inc,FELE US,CHIN,Franklin Electric Co Inc,FELE US Equity,-1431.5,93.37,-944.79,EQUITIES,-133659.16,1,FELE US Equity,FELE US Equity,3009,3009,BBG000BJGGV8 FIGI,FRANKLIN ELECTRIC CO INC,FRANKLIN ELECTRIC CO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Machinery,4306980000,146651.3548,1,93.37,0,0,,0,Equity,BBG000BJGGV8 FIGI,S5INDU Index,93.37,0,1,0,0,0,0,4306980000,Mid,0.048806232,-133659.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Franklin Electric Co Inc,FELE US,YELLIN,Franklin Electric Co Inc,FELE US Equity,-1431.5,93.37,-944.79,EQUITIES,-133659.16,1,FELE US Equity,FELE US Equity,3009,3009,BBG000BJGGV8 FIGI,FRANKLIN ELECTRIC CO INC,FRANKLIN ELECTRIC CO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Machinery,4306980000,146651.3548,1,93.37,0,0,,0,Equity,BBG000BJGGV8 FIGI,S5INDU Index,93.37,0,1,0,0,0,0,4306980000,Mid,0.048806232,-133659.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Fidelity National Information Services Inc,FIS US,MAINA,Fidelity National Information Services Inc,FIS US Equity,4694.5,63.35,9107.33,EQUITIES,297396.58,1,FIS US Equity,FIS US Equity,3028,3028,BBG000BK2F42 FIGI,FIDELITY NATIONAL INFO SERV,FIDELITY NATIONAL INFO SERV,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,IT Services,37533840000,5743088.355,1,63.35,0,0,,0,Equity,BBG000BK2F42 FIGI,S5INFT Index,63.35,0,1,0,0,0,0,37533840000,Large,0.004087087,297396.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Fidelity National Information Services Inc,FIS US,NEWKIRK,Fidelity National Information Services Inc,FIS US Equity,4694.5,63.35,9107.33,EQUITIES,297396.58,1,FIS US Equity,FIS US Equity,3028,3028,BBG000BK2F42 FIGI,FIDELITY NATIONAL INFO SERV,FIDELITY NATIONAL INFO SERV,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,IT Services,37533840000,5743088.355,1,63.35,0,0,,0,Equity,BBG000BK2F42 FIGI,S5INFT Index,63.35,0,1,0,0,0,0,37533840000,Large,0.004087087,297396.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Fluence Energy Inc,FLNC US,MIXTER,Fluence Energy Inc,FLNC US Equity,-6884.0,21.99,-3373.16,EQUITIES,-151379.16,1,FLNC US Equity,FLNC US Equity,138686,138686,BBG012QSDSK6 FIGI,FLUENCE ENERGY INC,FLUENCE ENERGY INC,Common Stock,Common Stock,UNITED STATES,USD,1,Energy,Energy Equipment & Services,3911900000,2865722.71,1,21.99,0,0,,0,Equity,BBG012QSDSK6 FIGI,S5ENRS Index,21.99,0,1,0,0,0,0,3911900000,Mid,0.012010932,-151379.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,General Electric Co,GE US,YELLIN,General Electric Co,GE US Equity,6716.0,128.28,13364.84,EQUITIES,861528.48,1,GE US Equity,GE US Equity,97,97,BBG000BK6MB5 FIGI,GENERAL ELECTRIC CO,GENERAL ELECTRIC CO,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Industrial Conglomerates,1.39618E+11,4102062.032,1,128.28,0,0,,0,Equity,BBG000BK6MB5 FIGI,S5INDU Index,128.28,0,1,0,0,0,0,1.39618E+11,Mega,0.008186127,861528.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Generac Holdings Inc,GNRC US,MIXTER,Generac Holdings Inc,GNRC US Equity,-887.0,120.98,-2980.32,EQUITIES,-107309.26,1,GNRC US Equity,GNRC US Equity,4009,4009,BBG000PQ4W72 FIGI,GENERAC HOLDINGS INC,GENERAC HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,7431990000,1008407.774,1,120.98,0,0,,0,Equity,BBG000PQ4W72 FIGI,S5INDU Index,120.98,0,1,0,0,0,0,7431990000,Mid,0.004398022,-107309.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Generac Holdings Inc,GNRC US,YELLIN,Generac Holdings Inc,GNRC US Equity,-887.0,120.98,-2980.32,EQUITIES,-107309.26,1,GNRC US Equity,GNRC US Equity,4009,4009,BBG000PQ4W72 FIGI,GENERAC HOLDINGS INC,GENERAC HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,7431990000,1008407.774,1,120.98,0,0,,0,Equity,BBG000PQ4W72 FIGI,S5INDU Index,120.98,0,1,0,0,0,0,7431990000,Mid,0.004398022,-107309.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Canoo Inc,GOEV US,MIXTER,Canoo Inc,GOEV US Equity,-16832.5,0.252,-232.2885,EQUITIES,-4241.79,1,GOEV US Equity,GOEV US Equity,61144,61144,BBG00NBK0GC3 FIGI,CANOO INC,CANOO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Automobiles,219750000,39831698.06,1,0.252,0,0,,0,Equity,BBG00NBK0GC3 FIGI,S5COND Index,0.252,0,1,0,0,0,0,219750000,Small,0.002112953,-4241.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Canoo Inc,GOEV US,YELLIN,Canoo Inc,GOEV US Equity,-16832.5,0.252,-232.2885,EQUITIES,-4241.79,1,GOEV US Equity,GOEV US Equity,61144,61144,BBG00NBK0GC3 FIGI,CANOO INC,CANOO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Automobiles,219750000,39831698.06,1,0.252,0,0,,0,Equity,BBG00NBK0GC3 FIGI,S5COND Index,0.252,0,1,0,0,0,0,219750000,Small,0.002112953,-4241.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hyatt Hotels Corp,H US,MORRIS,Hyatt Hotels Corp,H US Equity,-665.5,129.87,-998.25,EQUITIES,-86428.49,1,H US Equity,H US Equity,311,311,BBG000CVRFS4 FIGI,HYATT HOTELS CORP - CL A,HYATT HOTELS CORP - CL A,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",13394650000,731783.6774,1,129.87,0,0,,0,Equity,BBG000CVRFS4 FIGI,S5COND Index,129.87,0,1,0,0,0,0,13394650000,Large,0.004547109,-86428.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hyatt Hotels Corp,H US,NEWKIRK,Hyatt Hotels Corp,H US Equity,-665.5,129.87,-998.25,EQUITIES,-86428.49,1,H US Equity,H US Equity,311,311,BBG000CVRFS4 FIGI,HYATT HOTELS CORP - CL A,HYATT HOTELS CORP - CL A,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",13394650000,731783.6774,1,129.87,0,0,,0,Equity,BBG000CVRFS4 FIGI,S5COND Index,129.87,0,1,0,0,0,0,13394650000,Large,0.004547109,-86428.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hayward Holdings Inc,HAYW US,YANOVER,Hayward Holdings Inc,HAYW US Equity,21090.0,12.84,2319.9,EQUITIES,270795.60,1,HAYW US Equity,HAYW US Equity,99704,99704,BBG00Z9CCRH5 FIGI,HAYWARD HOLDINGS INC,HAYWARD HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Building Materials,2743900000,1669283.065,1,12.84,0,0,,0,Equity,BBG00Z9CCRH5 FIGI,S5INDU Index,12.84,0,1,0,0,0,0,2743900000,Mid,0.063170832,270795.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hayward Holdings Inc,HAYW US,YELLIN,Hayward Holdings Inc,HAYW US Equity,21090.0,12.84,2319.9,EQUITIES,270795.60,1.00,HAYW US Equity,HAYW US Equity,99704,99704,BBG00Z9CCRH5 FIGI,HAYWARD HOLDINGS INC,HAYWARD HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Building Materials,2743900000,1669283.065,1,12.84,0,0,,0,Equity,BBG00Z9CCRH5 FIGI,S5INDU Index,12.84, -   , 1 , -   , $-   ,0,0,2743900000,Mid,0.063170832,270795.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hillman Solutions Corp,HLMN US,NEWKIRK,Hillman Solutions Corp,HLMN US Equity,-7567.0,8.9,-1286.39,EQUITIES,-67346.30,1,HLMN US Equity,HLMN US Equity,93450,93450,BBG00XXPB3L3 FIGI,LANDCADIA HOLDINGS III INC-A,LANDCADIA HOLDINGS III INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,SPAC,SPAC,1734640000,1058801.065,1,8.9,0,0,,0,Equity,BBG00XXPB3L3 FIGI,SPTR Index,8.9,0,1,0,0,0,0,1734640000,Small,0.035733814,-67346.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hillman Solutions Corp,HLMN US,YELLIN,Hillman Solutions Corp,HLMN US Equity,-7567.0,8.9,-1286.39,EQUITIES,-67346.30,1,HLMN US Equity,HLMN US Equity,93450,93450,BBG00XXPB3L3 FIGI,LANDCADIA HOLDINGS III INC-A,LANDCADIA HOLDINGS III INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,SPAC,SPAC,1734640000,1058801.065,1,8.9,0,0,,0,Equity,BBG00XXPB3L3 FIGI,SPTR Index,8.9,0,1,0,0,0,0,1734640000,Small,0.035733814,-67346.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hub Group Inc,HUBG US,YANOVER,Hub Group Inc,HUBG US Equity,2941.0,88.8,1146.99,EQUITIES,261160.80,1,HUBG US Equity,HUBG US Equity,3790,3790,BBG000G9W6L0 FIGI,HUB GROUP INC-CL A,HUB GROUP INC-CL A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2820900000,259548.7419,1,88.8,0,0,,0,Equity,BBG000G9W6L0 FIGI,S5INDU Index,88.8,0,1,0,0,0,0,2820900000,Mid,0.056656025,261160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
