TradeDate,FundName,Description,Ticker,ISIN,CUSIP,BBYellowKey,Quantity,MarketPrice,TotalPL,Type,MarketValue,NetAssetValue,CalcSID,SID,SecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,CRNCY,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,VaRExposure,BetaExposure,NotionalExposure,Equity,Size(L-S),Valuation(G-V),BondAgg,BondHY,Momentum,Oil,Gold,Commodity,IntlEquity,EMEquity,DollarIndex,Volatility,10YRRates,ConsDisc,ConsStap,Energy,Financials,HealthCare,Industrials,Tech,Materials,RealEstate,Telecom,Utilities,Crowdedness,Short Interest,Cyclicality,Leverage,Profitability,EarningsVariability,DividendYield,Software,Hardware,Semiconductors,Internet,NotionalMV,Volatility,Correlation,Client
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 1150,NVDA  240405C01150000,US67066G1040,67066G104,,-517,0.01,258.5,OPTION CALLS,-517,,NVDA  240405C01150000 Equity,NVDA  240405C01150000 Equity,289493,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,1150,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.01,2.369578891,0.000513374,2.41799E-05,0.000207717,0.000578849,-0.137252282,2.14763E+12,Mega,0.0045107,-22800.41912,-53579.91002,-44412885,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-517,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 1160,NVDA  240405C01160000,US67066G1040,67066G104,,-267,0.01,133.5,OPTION CALLS,-267,,NVDA  240405C01160000 Equity,NVDA  240405C01160000 Equity,289494,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,1160,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.01,2.433962172,0.000500869,2.3009E-05,0.000197659,0.000565786,-0.137799949,2.14763E+12,Mega,0.00232951,-11488.25509,-26996.85786,-22936635,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-267,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 1180,NVDA  240405C01180000,US67066G1040,67066G104,,-256,0.005,-52.51,OPTION CALLS,-128,,NVDA  240405C01180000 Equity,NVDA  240405C01180000 Equity,289496,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,1180,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.005,2.440676052,0.000260194,1.24875E-05,0.000107274,0.000307913,-0.075200357,2.14763E+12,Mega,0.002233538,-5722.105096,-13446.67721,-21991680,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-128,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 1200,NVDA  240405C01200000,US67066G1040,67066G104,,-215,0.005,107.5,OPTION CALLS,-107.5,,NVDA  240405C01200000 Equity,NVDA  240405C01200000 Equity,289497,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,1200,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.005,2.559700187,0.000248989,1.14282E-05,9.81738E-05,0.000295533,-0.075696795,2.14763E+12,Mega,0.001875823,-4598.72524,-10806.78751,-18469575,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-107.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 910,NVDA  240405C00910000,US67066G1040,67066G104,,7,0.285,-168.58,OPTION CALLS,199.5,,NVDA  240405C00910000 Equity,NVDA  240405C00910000 Equity,290104,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,910,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.285,0.814196372,0.02888626,0.002547925,0.021887948,0.020958303,-1.707661122,2.14763E+12,Mega,6.10733E-05,17370.31904,40819.43083,601335,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,199.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 912.5,NVDA  240405C00912500,US67066G1040,67066G104,,15,0.235,-730.23,OPTION CALLS,352.5,,NVDA  240405C00912500 Equity,NVDA  240405C00912500 Equity,290184,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,912.5,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.235,0.82020219,0.024207506,0.002182063,0.018745012,0.018081254,-1.484104106,2.14763E+12,Mega,0.000130871,31193.18763,73302.52036,1288575,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,352.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 920,NVDA  240405C00920000,US67066G1040,67066G104,,7,0.17,-232.28,OPTION CALLS,119,,NVDA  240405C00920000 Equity,NVDA  240405C00920000 Equity,290105,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,920,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.17,0.86954178,0.017242045,0.001543953,0.013263326,0.013563282,-1.180227796,2.14763E+12,Mega,6.10733E-05,10368.24513,24364.88724,601335,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,119,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 922.5,NVDA  240405C00922500,US67066G1040,67066G104,,7,0.155,-246.28,OPTION CALLS,108.5,,NVDA  240405C00922500 Equity,NVDA  240405C00922500 Equity,290185,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,922.5,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.155,0.887084138,0.015596986,0.001388903,0.011931374,0.012447358,-1.104972135,2.14763E+12,Mega,6.10733E-05,9379.013359,22040.23923,601335,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,108.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 925,NVDA  240405C00925000,US67066G1040,67066G104,,7,0.16,-239.28,OPTION CALLS,112,,NVDA  240405C00925000 Equity,NVDA  240405C00925000 Equity,290148,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,925,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.16,0.919888392,0.015538815,0.001335085,0.011469051,0.012407507,-1.142162004,2.14763E+12,Mega,6.10733E-05,9344.033591,21958.03842,601335,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,112,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 945,NVDA  240405C00945000,US67066G1040,67066G104,,15,0.07,-685.23,OPTION CALLS,105,,NVDA  240405C00945000 Equity,NVDA  240405C00945000 Equity,290149,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,945,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.07,1.032792669,0.006639262,0.000566517,0.004866661,0.005911071,-0.610914466,2.14763E+12,Mega,0.000130871,8555.187108,20104.28637,1288575,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,105,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 950,NVDA  240405C00950000,US67066G1040,67066G104,,-383,0.075,8.97,OPTION CALLS,-2872.5,,NVDA  240405C00950000 Equity,NVDA  240405C00950000 Equity,290106,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,950,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.075,1.091514594,0.006726529,0.000542262,0.004658298,0.00597969,-0.653142443,2.14763E+12,Mega,0.003341582,-221313.6807,-520076.716,-32901615,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-2872.5,0.02681814,0.620294423,FirmLevel
