TradeDate,FundName,Description,Ticker,ISIN,Cost,BBYellowKey,Quantity,MarketPrice,DailyPL,Type,MarketValue,NAV,CalcSID,SID,SecID,UndlSecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,Currency,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,Exposure
2/21/2024,INTERVALMASTERFUND,AMD US 02/23/24 P160,AMD 02/23/24 P160,Strat,17261.42,AMD 02/23/24 P160 Equity,57,2.37,-3752.42,Equity Option,13509,1,AMD 02/23/24 P160 Equity,AMD 02/23/24 P160 Equity,278932,2770,BBG000BBQCY0,February 24 Puts on AMD US,ADVANCED MICRO DEVICES,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.65458E+11,79731162.19,100,164.29,160,0.005479,2024-02-23,0.02,Put,BBG000BBQCY0 FIGI,S5INFT Index,2.37,0.872203857,-0.328588537,0.034084632,0.055997641,0.0439643,-0.964403189,2.65458E+11,Large,0.000357451,-307707.7208
2/21/2024,TBMF,AMD US 02/23/24 P160,AMD 02/23/24 P160,Strat,20892.06,AMD 02/23/24 P160 Equity,69,2.37,-4539.06,Equity Option,16353,1,AMD 02/23/24 P160 Equity,AMD 02/23/24 P160 Equity,278932,2770,BBG000BBQCY0,February 24 Puts on AMD US,ADVANCED MICRO DEVICES,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.65458E+11,79731162.19,100,164.29,160,0.005479,2024-02-23,0.02,Put,BBG000BBQCY0 FIGI,S5INFT Index,2.37,0.872203831,-0.328588532,0.034084632,0.055997643,0.0439643,-0.964403155,2.65458E+11,Large,0.000432704,-372488.289
2/21/2024,RPMF,AMP US 03/15/24 C410,AMP 03/15/24 C410,Strat,4696.21,AMP 03/15/24 C410 Equity,8,2.825,-280,Equity Option,2260,1,AMP 03/15/24 C410 Equity,AMP 03/15/24 C410 Equity,277311,18,BBG000G3QLY3,March 24 Calls on AMP US,AMERIPRISE FINANCIAL INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,40008930000,472282.3793,100,395.36,410,0.063013,2024-03-15,0.02,Call,BBG000G3QLY3 FIGI,S5FINL Index,2.825,0.197937177,0.247751517,0.016098972,0.063648895,0.313863724,-0.140268882,40008930000,Large,0.008469509,78360.83176
2/21/2024,RPMF,AMP US 03/15/24 C420,AMP 03/15/24 C420,Strat,891.06,AMP 03/15/24 C420 Equity,4,1.075,-130,Equity Option,430,1,AMP 03/15/24 C420 Equity,AMP 03/15/24 C420 Equity,278153,18,BBG000G3QLY3,March 24 Calls on AMP US,AMERIPRISE FINANCIAL INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,40008930000,472282.3793,100,395.36,420,0.063013,2024-03-15,0.02,Call,BBG000G3QLY3 FIGI,S5FINL Index,1.075,0.193882665,0.11663184,0.010188959,0.040283067,0.194573813,-0.084478426,40008930000,Large,0.004234755,18444.62569
2/21/2024,RPMF,AMP US 03/15/24 P350,AMP 03/15/24 P350,Strat,-191.9,AMP 03/15/24 P350 Equity,-4,0.4,40,Equity Option,-160,1,AMP 03/15/24 P350 Equity,AMP 03/15/24 P350 Equity,278152,18,BBG000G3QLY3,March 24 Puts on AMP US,AMERIPRISE FINANCIAL INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,40008930000,472282.3793,100,395.36,350,0.063013,2024-03-15,0.02,Put,BBG000G3QLY3 FIGI,S5FINL Index,0.4,0.277394873,-0.03569369,0.002852302,0.01127686,0.077930866,-0.065354111,40008930000,Large,0.004234755,5644.742882
2/21/2024,RPMF,BECN US 03/15/24 C100,BECN 03/15/24 C100,Strat,-564.2,BECN 03/15/24 C100 Equity,-15,2.4,112.5,Equity Option,-3600,1,BECN 03/15/24 C100 Equity,BECN 03/15/24 C100 Equity,277727,3062,BBG000BKTXF2,March 24 Calls on BECN US,BEACON ROOFING SUPPLY INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Trading Companies & Distributo,5385450000,809898.3793,100,85.27,100,0.063013,2024-03-15,0.02,Call,BBG000BKTXF2 FIGI,S5INDU Index,2.4,0.81889687,0.252620868,0.018229548,0.015544335,0.06839554,-0.122808635,5385450000,Mid,0.009260421,-32311.47211
2/21/2024,RPMF,BECN US 03/15/24 C85,BECN 03/15/24 C85,Strat,7261.3,BECN 03/15/24 C85 Equity,15,3.65,900,Equity Option,5475,1,BECN 03/15/24 C85 Equity,BECN 03/15/24 C85 Equity,277726,3062,BBG000BKTXF2,March 24 Calls on BECN US,BEACON ROOFING SUPPLY INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Trading Companies & Distributo,5385450000,809898.3793,100,85.27,85,0.063013,2024-03-15,0.02,Call,BBG000BKTXF2 FIGI,S5INDU Index,3.65,0.406049398,0.537621252,0.045696509,0.038965413,0.085012851,-0.077354986,5385450000,Mid,0.009260421,68764.44619
2/21/2024,RPMF,BECN US 03/15/24 P75,BECN 03/15/24 P75,Strat,-885.05,BECN 03/15/24 P75 Equity,-15,1.2,-525,Equity Option,-1800,1,BECN 03/15/24 P75 Equity,BECN 03/15/24 P75 Equity,277725,3062,BBG000BKTXF2,March 24 Puts on BECN US,BEACON ROOFING SUPPLY INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Trading Companies & Distributo,5385450000,809898.3793,100,85.27,75,0.063013,2024-03-15,0.02,Put,BBG000BKTXF2 FIGI,S5INDU Index,1.2,0.582229512,-0.168582914,0.020196366,0.017221441,0.053875352,-0.071442654,5385450000,Mid,0.009260421,21562.59756
2/21/2024,RPMF,BK US 03/15/24 P47.5,BK 03/15/24 P47.5,Strat,-33.14,BK 03/15/24 P47.5 Equity,-11,0.05,0,Equity Option,-55,1,BK 03/15/24 P47.5 Equity,BK 03/15/24 P47.5 Equity,278202,37,BBG000BD8PN9,March 24 Puts on BK US,BANK OF NEW YORK MELLON CORP,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,41855040000,4421943.133,100,55.12,47.5,0.063013,2024-03-15,0.02,Put,BBG000BD8PN9 FIGI,S5FINL Index,0.05,0.320773339,-0.028478073,0.014681606,0.008092501,0.009016135,-0.008798031,41855040000,Large,0.001243797,1726.682513
2/21/2024,RPMF,BK US 03/15/24 P52.5,BK 03/15/24 P52.5,Strat,363.74,BK 03/15/24 P52.5 Equity,11,0.3,-55,Equity Option,330,1,BK 03/15/24 P52.5 Equity,BK 03/15/24 P52.5 Equity,278203,37,BBG000BD8PN9,March 24 Puts on BK US,BANK OF NEW YORK MELLON CORP,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,41855040000,4421943.133,100,55.12,52.5,0.063013,2024-03-15,0.02,Put,BBG000BD8PN9 FIGI,S5FINL Index,0.3,0.221236955,-0.176868978,0.084777559,0.04672939,0.035907664,-0.019592437,41855040000,Large,0.001243797,-10723.91986
2/21/2024,RPMF,BFH US 03/15/24 P30,BFH 03/15/24 P30,Strat,-1571.74,BFH 03/15/24 P30 Equity,-92,0.175,-257.8,Equity Option,-1610,1,BFH 03/15/24 P30 Equity,BFH 03/15/24 P30 Equity,277304,4,BBG000BFNR17,March 24 Puts on BFH US,BREAD FINANCIAL HOLDINGS INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Consumer Finance,1809420000,762491.9,100,36.61,30,0.063013,2024-03-15,0.02,Put,BBG000BFNR17 FIGI,S5FINL Index,0.175,0.571388742,-0.070945938,0.025834928,0.009458167,0.012467189,-0.01697614,1809420000,Small,0.06032851,23895.44333
2/21/2024,RPMF,BFH US 03/15/24 P40,BFH 03/15/24 P40,Strat,32620.09,BFH 03/15/24 P40 Equity,92,4,7189.23,Equity Option,36800,1,BFH 03/15/24 P40 Equity,BFH 03/15/24 P40 Equity,277305,4,BBG000BFNR17,March 24 Puts on BFH US,BREAD FINANCIAL HOLDINGS INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Consumer Finance,1809420000,762491.9,100,36.61,40,0.063013,2024-03-15,0.02,Put,BBG000BFNR17 FIGI,S5FINL Index,4,0.489995493,-0.741583289,0.071805255,0.026287904,0.02971515,-0.03213536,1809420000,Small,0.06032851,-249774.1509
2/21/2024,RPMF,C US 02/23/24 P49,C 02/23/24 P49,Strat,-136.77,C 02/23/24 P49 Equity,-46,0.025,230,Equity Option,-115,1,C 02/23/24 P49 Equity,C 02/23/24 P49 Equity,277702,45,BBG000FY4S11,February 24 Puts on C US,CITIGROUP INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Banks,1.05299E+11,18133441.77,100,55.33,49,0.005479,2024-02-23,0.02,Put,BBG000FY4S11 FIGI,S5FINL Index,0.025,0.812232302,-0.020050736,0.014586459,0.008070688,0.001987251,-0.042978549,1.05299E+11,Large,0.001268375,5103.273312
2/21/2024,RPMF,C US 02/23/24 P53,C 02/23/24 P53,Strat,190.15,C 02/23/24 P53 Equity,15,0.025,-206.88,Equity Option,37.5,1,C 02/23/24 P53 Equity,C 02/23/24 P53 Equity,277886,45,BBG000FY4S11,February 24 Puts on C US,CITIGROUP INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Banks,1.05299E+11,18133441.77,100,55.33,53,0.005479,2024-02-23,0.02,Put,BBG000FY4S11 FIGI,S5FINL Index,0.025,0.34244439,-0.043235364,0.065439389,0.036207614,0.003758824,-0.034953697,1.05299E+11,Large,0.0004136,-3588.319052
2/21/2024,RPMF,C US 02/23/24 P54,C 02/23/24 P54,Strat,2852.09,C 02/23/24 P54 Equity,116,0.075,-484.05,Equity Option,870,1,C 02/23/24 P54 Equity,C 02/23/24 P54 Equity,278168,45,BBG000FY4S11,February 24 Puts on C US,CITIGROUP INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Banks,1.05299E+11,18133441.77,100,55.33,54,0.005479,2024-02-23,0.02,Put,BBG000FY4S11 FIGI,S5FINL Index,0.075,0.290530102,-0.125636455,0.173618373,0.096063046,0.008460762,-0.064031287,1.05299E+11,Large,0.00319851,-80636.99487
2/21/2024,RPMF,C US 02/23/24 P55,C 02/23/24 P55,Strat,1140.8,C 02/23/24 P55 Equity,30,0.3,-240.8,Equity Option,900,1,C 02/23/24 P55 Equity,C 02/23/24 P55 Equity,278918,45,BBG000FY4S11,February 24 Puts on C US,CITIGROUP INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Banks,1.05299E+11,18133441.77,100,55.33,55,0.005479,2024-02-23,0.02,Put,BBG000FY4S11 FIGI,S5FINL Index,0.3,0.275101292,-0.378533945,0.337542069,0.186762027,0.015575542,-0.108979432,1.05299E+11,Large,0.000827201,-62832.84956
2/21/2024,RPMF,CAT US 02/23/24 C325,CAT 02/23/24 C325,Strat,350.14,CAT 02/23/24 C325 Equity,6,0.62,21.86,Equity Option,372,1,CAT 02/23/24 C325 Equity,CAT 02/23/24 C325 Equity,278919,47,BBG000BF0K17,February 24 Calls on CAT US,CATERPILLAR INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Machinery,1.58373E+11,2695453.968,100,317.14,325,0.005479,2024-02-23,0.02,Call,BBG000BF0K17 FIGI,S5INDU Index,0.62,0.323678221,0.15738078,0.031677296,0.100461378,0.056502144,-0.459951479,1.58373E+11,Large,0.001112985,29947.04429
2/21/2024,RPMF,CAT US 03/01/24 P287.5,CAT 03/01/24 P287.5,Strat,-276.43,CAT 03/01/24 P287.5 Equity,-8,0.265,180,Equity Option,-212,1,CAT 03/01/24 P287.5 Equity,CAT 03/01/24 P287.5 Equity,277428,47,BBG000BF0K17,March 24 Puts on CAT US,CATERPILLAR INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Machinery,1.58373E+11,2695453.968,100,317.14,287.5,0.024657,2024-03-01,0.02,Put,BBG000BF0K17 FIGI,S5INDU Index,0.265,0.356377354,-0.036712025,0.004527651,0.014358992,0.040015228,-0.094320008,1.58373E+11,Large,0.00148398,9314.281342
2/21/2024,RPMF,CAT US 03/01/24 P327.5,CAT 03/01/24 P327.5,Strat,8204.53,CAT 03/01/24 P327.5 Equity,8,11.675,-2380,Equity Option,9340,1,CAT 03/01/24 P327.5 Equity,CAT 03/01/24 P327.5 Equity,277429,47,BBG000BF0K17,March 24 Puts on CAT US,CATERPILLAR INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Machinery,1.58373E+11,2695453.968,100,317.14,327.5,0.024657,2024-03-01,0.02,Put,BBG000BF0K17 FIGI,S5INDU Index,11.675,0.248141204,-0.786063547,0.023577264,0.074772936,0.145089029,-0.203655377,1.58373E+11,Large,0.00148398,-199433.7547
2/21/2024,RPMF,BX US 03/01/24 P117,BX 03/01/24 P117,Strat,-459.8,BX 03/01/24 P117 Equity,-15,0.265,82.5,Equity Option,-397.5,1,BX 03/01/24 P117 Equity,BX 03/01/24 P117 Equity,278178,5066,BBG000BH0106,March 24 Puts on BX US,BLACKSTONE GROUP INC/THE-A,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,1.53743E+11,3397360.645,100,126.19,117,0.024657,2024-03-01,0.02,Put,BBG000BH0106 FIGI,S5FINL Index,0.265,0.354055345,-0.081244252,0.021439196,0.027054121,0.029803671,-0.064455832,1.53743E+11,Large,0.002207596,15378.31826
2/21/2024,RPMF,BX US 03/01/24 P132,BX 03/01/24 P132,Strat,7405.6,BX 03/01/24 P132 Equity,15,6.225,0,Equity Option,9337.5,1,BX 03/01/24 P132 Equity,BX 03/01/24 P132 Equity,278179,5066,BBG000BH0106,March 24 Puts on BX US,BLACKSTONE GROUP INC/THE-A,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,1.53743E+11,3397360.645,100,126.19,132,0.024657,2024-03-01,0.02,Put,BBG000BH0106 FIGI,S5FINL Index,6.225,0.283837949,-0.835616312,0.044029224,0.055560478,0.049068367,-0.078486809,1.53743E+11,Large,0.002207596,-158169.6337
2/21/2024,RPMF,BX US 03/15/24 P110,BX 03/15/24 P110,Strat,-671.3,BX 03/15/24 P110 Equity,-15,0.32,45,Equity Option,-480,1,BX 03/15/24 P110 Equity,BX 03/15/24 P110 Equity,277669,5066,BBG000BH0106,March 24 Puts on BX US,BLACKSTONE GROUP INC/THE-A,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,1.53743E+11,3397360.645,100,126.19,110,0.063013,2024-03-15,0.02,Put,BBG000BH0106 FIGI,S5FINL Index,0.32,0.368394675,-0.061213322,0.010369163,0.013084847,0.038329847,-0.036276115,1.53743E+11,Large,0.002207596,11586.76361
2/21/2024,RPMF,BX US 03/15/24 P130,BX 03/15/24 P130,Strat,9053.2,BX 03/15/24 P130 Equity,15,5.7,-112.5,Equity Option,8550,1,BX 03/15/24 P130 Equity,BX 03/15/24 P130 Equity,277670,5066,BBG000BH0106,March 24 Puts on BX US,BLACKSTONE GROUP INC/THE-A,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,1.53743E+11,3397360.645,100,126.19,130,0.063013,2024-03-15,0.02,Put,BBG000BH0106 FIGI,S5FINL Index,5.7,0.279784715,-0.64448426,0.042028399,0.053035637,0.117990454,-0.074111539,1.53743E+11,Large,0.002207596,-121991.2032
2/21/2024,RPMF,CB US 03/15/24 P220,CB 03/15/24 P220,Strat,-509.6,CB 03/15/24 P220 Equity,-15,0.175,225,Equity Option,-262.5,1,CB 03/15/24 P220 Equity,CB 03/15/24 P220 Equity,277571,49,BBG000BR14K5,March 24 Puts on CB US,CHUBB LTD,Equity Option,Option,SWITZERLAND,USD,1,Financials,Insurance,1.02112E+11,1822226.871,100,251.96,220,0.063013,2024-03-15,0.02,Put,BBG000BR14K5 FIGI,S5FINL Index,0.175,0.283794988,-0.025152931,0.003272779,0.008246093,0.037154781,-0.034605494,1.02112E+11,Large,0.004115843,9506.298824
2/21/2024,RPMF,CB US 03/15/24 P240,CB 03/15/24 P240,Strat,1449.7,CB 03/15/24 P240 Equity,15,0.975,12.8,Equity Option,1462.5,1,CB 03/15/24 P240 Equity,CB 03/15/24 P240 Equity,278960,49,BBG000BR14K5,March 24 Puts on CB US,CHUBB LTD,Equity Option,Option,SWITZERLAND,USD,1,Financials,Insurance,1.02112E+11,1822226.871,100,251.96,240,0.063013,2024-03-15,0.02,Put,BBG000BR14K5 FIGI,S5FINL Index,0.975,0.195623142,-0.149041992,0.018764101,0.04727803,0.146838979,-0.073469587,1.02112E+11,Large,0.004115843,-56328.93062
2/21/2024,RPMF,CMI US 03/15/24 P220,CMI 03/15/24 P220,Strat,-700.85,CMI 03/15/24 P220 Equity,-15,0.375,412.5,Equity Option,-562.5,1,CMI 03/15/24 P220 Equity,CMI 03/15/24 P220 Equity,276475,60,BBG000BGPTV6,March 24 Puts on CMI US,CUMMINS INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Machinery,37335300000,1214335.903,100,263.19,220,0.063013,2024-03-15,0.02,Put,BBG000BGPTV6 FIGI,S5INDU Index,0.375,0.405857221,-0.034172751,0.002825665,0.007436868,0.050056775,-0.055691743,37335300000,Large,0.006176215,13490.8896
2/21/2024,RPMF,CMI US 03/15/24 P260,CMI 03/15/24 P260,Strat,9754.53,CMI 03/15/24 P260 Equity,8,5.45,-640,Equity Option,4360,1,CMI 03/15/24 P260 Equity,CMI 03/15/24 P260 Equity,276476,60,BBG000BGPTV6,March 24 Puts on CMI US,CUMMINS INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Machinery,37335300000,1214335.903,100,263.19,260,0.063013,2024-03-15,0.02,Put,BBG000BGPTV6 FIGI,S5INDU Index,5.45,0.270098266,-0.408134583,0.021761116,0.057273082,0.256549925,-0.158684269,37335300000,Large,0.003293981,-85933.55274
2/21/2024,RPMF,CMI US 03/15/24 P270,CMI 03/15/24 P270,Strat,7825.73,CMI 03/15/24 P270 Equity,8,11.55,-440,Equity Option,9240,1,CMI 03/15/24 P270 Equity,CMI 03/15/24 P270 Equity,278154,60,BBG000BGPTV6,March 24 Puts on CMI US,CUMMINS INC,Equity Option,Option,UNITED STATES,USD,1,Industrials,Machinery,37335300000,1214335.903,100,263.19,270,0.063013,2024-03-15,0.02,Put,BBG000BGPTV6 FIGI,S5INDU Index,11.55,0.296059368,-0.613946211,0.019558369,0.051475672,0.25274372,-0.167958578,37335300000,Large,0.003293981,-129267.6026
2/21/2024,INTERVALMASTERFUND,CRM US 03/15/24 C280,CRM 03/15/24 C280,Strat,20266.06,CRM 03/15/24 C280 Equity,34,14.9,-17903.77,Equity Option,50660,1,CRM 03/15/24 C280 Equity,CRM 03/15/24 C280 Equity,270365,66,BBG000BN2DC2,March 24 Calls on CRM US,SALESFORCE.COM INC,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Software,2.74476E+11,4801201.226,100,283.55,280,0.063013,2024-03-15,0.02,Call,BBG000BN2DC2 FIGI,S5INFT Index,14.9,0.456082706,0.57075526,0.012095355,0.03429638,0.279480621,-0.285155054,2.74476E+11,Large,0.003540781,550248.0233
2/21/2024,TBMF,CRM US 03/15/24 C280,CRM 03/15/24 C280,Strat,28069.37,CRM 03/15/24 C280 Equity,42,14.9,-21718.53,Equity Option,62580,1,CRM 03/15/24 C280 Equity,CRM 03/15/24 C280 Equity,270365,66,BBG000BN2DC2,March 24 Calls on CRM US,SALESFORCE.COM INC,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Software,2.74476E+11,4801201.226,100,283.55,280,0.063013,2024-03-15,0.02,Call,BBG000BN2DC2 FIGI,S5INFT Index,14.9,0.45608272,0.570755259,0.012095355,0.034296379,0.279480621,-0.285155063,2.74476E+11,Large,0.004373905,679718.1454
2/21/2024,ANSWY,CRM US 03/15/24 C280,CRM 03/15/24 C280,Strat,94634.03,CRM 03/15/24 C280 Equity,163,14.9,-31785,Equity Option,242870,1,CRM 03/15/24 C280 Equity,CRM 03/15/24 C280 Equity,270365,66,BBG000BN2DC2,March 24 Calls on CRM US,SALESFORCE.COM INC,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Software,2.74476E+11,4801201.226,100,283.55,280,0.063013,2024-03-15,0.02,Call,BBG000BN2DC2 FIGI,S5INFT Index,14.9,0.456082686,0.570755261,0.012095356,0.034296382,0.27948062,-0.285155042,2.74476E+11,Large,0.016974919,2637953.763
