TradeDate,FundName,Description,Symbol,Quantity,MarketPrice,TotalPL,AssetType,MarketValue,NetAssetValue,CalcSID,SID,SecID,UnderlierSecID,UnderlierFIGI,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,CRNCY,FXRate,Sector,Industry,MarketCap,30DAvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,VaRExposure,BetaExposure,NotionalExposure,Equity,Size(L-S),Valuation(G-V),BondAgg,BondHY,Momentum,Oil,Gold,Commodity,IntlEquity,EMEquity,DollarIndex,Volatility,10YRRates,ConsDisc,ConsStap,Energy,Financials,HealthCare,Industrials,Tech,Materials,RealEstate,Telecom,Utilities,Crowdedness,Short Interest,Cyclicality,Leverage,Profitability,EarningsVariability,DividendYield,Software,Hardware,Semiconductors,Internet,NotionalMV,Volatility,Correlation,Client
3/7/2024,Hedged Equity,COMCAST CORP-CLASS A,CMCSA,874.1754,41.74,0,STK,36488.08,0,BBG000BFT2L4,BBG000BFT2L4,2895,,BBG000BFT2L4,COMCAST CORP-CLASS A,COMCAST CORP-CLASS A,Common Stock,Common Stock,UNITED STATES,USD,1,Communication Services,Media,1.65785E+11,20555764.13,1,41.74,0,0,,0,Equity,BBG000BFT2L4 FIGI,S5TELS Index,41.74,0,1,0,0,0,0,1.65785E+11,Mega,0.000212635,36488.0812,55361.38323,54794.25026,1.010350228,0.041896052,0.930209217,-0.842072593,-0.331119141,0.792597218,0.023863092,0.295992013,0.083639992,-0.135482272,-0.095299263,0.668967684,-0.113876265,-0.103753603,0.845846139,-0.507392972,-0.162387287,-0.488172093,-0.231205068,-0.779819215,1.163483222,-0.373160354,-0.2294583,0.67803636,-0.196605267,0.305962452,0.198282657,0.72630875,-0.596829383,-1.16203465,2.696067094,-2.295790931,1.309010101,0.308829848,0.309756062,21.07834894,54794.25026,0.035031482,0.828489853,FirmLevel
3/7/2024,Hedged Equity,CME GROUP INC,CME,118.5724,213.53,0,STK,25318.76,0,BBG000BHLYP4,BBG000BHLYP4,58,,BBG000BHLYP4,CME GROUP INC,CME GROUP INC,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Capital Markets,76869730000,1693213,1,213.53,0,0,,0,Equity,BBG000BHLYP4 FIGI,S5FINL Index,213.53,0,1,0,0,0,0,76869730000,Large,0.00035014,25318.76457,-14425.77292,-12362.12503,1.166933103,-0.171614972,0.801883225,-1.818996153,-0.944286541,1.008496562,-0.105618161,0.132307331,-0.332748613,-0.156202841,-0.425515899,1.802381668,0.109568681,-0.951574581,0.704248301,-0.0963005,-0.222350467,-0.44239776,0.101896842,-0.795179989,0.960368075,-0.182118302,-0.751541246,1.023915869,-0.258908722,0.270546151,0.373732189,0.386592964,-2.268251907,-2.099974819,5.625289385,-2.876786003,1.21973425,0.104174021,0.265480802,56.20560591,-12362.12503,0.056447593,0.593827466,FirmLevel
3/7/2024,Hedged Equity,DICK'S SPORTING GOODS INC,DKS,-49.0002,182.17,0,STK,-8926.37,0,BBG000F6ZWH2,BBG000F6ZWH2,3735,,BBG000F6ZWH2,DICK'S SPORTING GOODS INC,DICK'S SPORTING GOODS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,14891350000,882699,1,182.17,0,0,,0,Equity,BBG000F6ZWH2 FIGI,S5COND Index,182.17,0,1,0,0,0,0,14891350000,Mid,0.000277559,-8926.366434,-16518.83957,-13220.32836,1.249502971,-0.631745109,-0.406119358,-2.675696605,0.153856874,0.145969002,-0.096804394,-0.078629885,-0.290369995,0.494030652,-0.040366742,-0.161514367,0.955609162,-3.276641713,0.305554055,0.178213566,-0.11643074,-0.029439291,0.307987813,0.516910145,-0.693235993,0.623584515,0.24201409,-0.648209764,0.407379144,0.093205483,0.556939358,-0.389143666,-0.576973958,-0.299246161,-2.131128186,3.562839816,-0.780887736,-0.206087696,-0.140824271,1.657831305,-13220.32836,0.051146609,0.70192811,FirmLevel
3/7/2024,Hedged Equity,EQUIFAX INC,EFX,-33.0752,270.95,0,STK,-8961.73,0,BBG000BHPL78,BBG000BHPL78,2979,,BBG000BHPL78,EQUIFAX INC,EQUIFAX INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Professional Services,33585980000,809536.6774,1,270.95,0,0,,0,Equity,BBG000BHPL78 FIGI,S5INDU Index,270.95,0,1,0,0,0,0,33585980000,Large,0.000204285,-8961.72544,7564.880305,5304.649932,1.426084737,-0.893791075,0.433123027,0.974300513,0.185394245,0.981126284,-0.033512683,0.492809802,-0.309109031,-0.095698923,-0.327464548,-0.07281985,0.893702128,1.770933472,1.060928744,-0.30430489,-0.093484339,-0.387062876,-0.747522672,-0.899701712,0.744402332,0.205278113,-0.166812348,1.183886945,0.081487266,0.680034281,0.869580678,0.688266246,0.155032796,-3.44330426,4.300198796,0.203410327,0.968421277,-0.463894087,0.748279741,3.139634751,5304.649932,0.063727728,0.643010565,FirmLevel
3/7/2024,Hedged Equity,ALPHABET INC-CL C,GOOG,308.2835,135.24,0,STK,41692.26,0,BBG009S3NB30,BBG009S3NB30,309,,BBG009S3NB30,ALPHABET INC-CL C,ALPHABET INC-CL C,Common Stock,Common Stock,UNITED STATES,USD,1,Communication Services,Interactive Media & Services,1.676E+12,24507540.16,1,135.24,0,0,,0,Equity,BBG009S3NB30 FIGI,S5TELS Index,135.24,0,1,0,0,0,0,1.676E+12,Mega,6.28956E-05,41692.26054,-9143.657828,-15792.7533,0.57897807,0.379819315,0.265651103,0.807904394,0.347421935,1.007317437,-0.02608306,0.154302836,-0.103412766,0.05559773,-0.004893049,-0.705369183,-1.45654184,0.39264445,0.031236463,0.352606749,-0.207058001,-0.317861348,0.636506768,-0.213855339,0.077611052,-0.064336848,0.098908877,-0.318243622,0.210298213,-0.224033143,-0.101148964,-0.434752927,-0.985639498,1.830493007,-1.443239223,-0.485913789,-0.025954337,0.148630475,0.010046548,-25.10595577,-15792.7533,0.024381188,0.681996008,FirmLevel
3/7/2024,Hedged Equity,HELEN OF TROY LTD,HELE,-30.092,122.08,0,STK,-3673.63,0,BBG000BL21Z7,BBG000BL21Z7,3074,,BBG000BL21Z7,HELEN OF TROY LTD,HELEN OF TROY LTD,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Household Durables,2898960000,164678.5161,1,122.08,0,0,,0,Equity,BBG000BL21Z7 FIGI,S5COND Index,122.08,0,1,0,0,0,0,2898960000,Small,0.000913659,-3673.63136,38494.71498,32480.68274,1.185157199,-0.211450466,1.349249539,-2.222159007,-0.699217578,1.229701066,-0.006839982,0.46275828,0.144453528,-0.446564518,-0.436171128,1.842670425,-0.048712317,-1.387731898,0.683284336,-0.225234702,-0.208199823,-0.993279012,-0.056244691,-1.332548186,1.770738921,-0.560617703,-0.599108696,1.41026925,-0.280365737,0.318087966,0.686413946,0.47642609,-1.530218457,-1.847657497,3.117335458,-2.306461745,1.733324698,0.599432851,0.600385181,-44.58793641,32480.68274,0.055233419,0.616611426,FirmLevel
3/7/2024,Hedged Equity,HOWARD HUGHES HOLDINGS INC,HHH,434,75.09,0,STK,32589.06,0,BBG01HTMDZ54,BBG01HTMDZ54,219681,,BBG01HTMDZ54,HOWARD HUGHES HOLDINGS INC,HOWARD HUGHES HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Real Estate,Real Estate Management & Devel,3773750000,184692.3226,1,75.09,0,0,,0,Equity,BBG01HTMDZ54 FIGI,S5RLST Index,75.09,0,1,0,0,0,0,3773750000,Small,0.01174927,32589.06,23928.9413,65010.97814,0.368075393,0.909794755,2.018307831,0.950893769,-0.682180264,2.192400256,-0.043855008,0.713913235,-0.174552449,-0.583554254,-0.531852125,-0.15653732,-2.392142153,1.727604855,1.0845162,0.42584064,-0.559715388,-1.52902311,0.391733484,-1.762945289,2.587494716,-1.864454691,-0.865203127,1.116720978,-0.134387666,-0.182659446,-0.208887918,0.280813313,-4.82666937,2.945905126,-1.384339417,-5.896747634,2.303396275,0.978764704,1.019048035,-47.12060749,65010.97814,0.045263495,0.233467834,FirmLevel
3/7/2024,Hedged Equity,ICON PLC,ICLR,207.6139,340,0,STK,70588.73,0,BBG000CTSZQ6,BBG000CTSZQ6,6047,,BBG000CTSZQ6,ICON PLC,ICON PLC,Common Stock,Common Stock,IRELAND,USD,1,Health Care,Life Sciences Tools & Services,28048330000,569855.7419,1,340,0,0,,0,Equity,BBG000CTSZQ6 FIGI,S5HLTH Index,340,0,1,0,0,0,0,28048330000,Large,0.001821636,70588.726,23011.18846,27282.77195,0.843432936,0.245833821,0.543661083,1.226342779,0.408938433,0.630231647,0.007330988,0.059208874,0.079949549,0.554650964,0.521528091,-0.866847206,0.125656229,0.726471337,0.317930919,-0.447991997,-0.004512936,-0.358714434,0.75421128,-0.094313328,0.325362099,-0.279591474,-0.082821807,-0.1618797,-0.255079124,0.184883448,0.053370507,-0.105166847,0.715946896,-0.246635258,2.410198813,-0.053643297,0.64090271,0.027494012,-0.132355739,44.5827545,27282.77195,0.036214327,0.668833771,FirmLevel
3/7/2024,Hedged Equity,INTEL CORP,INTC,-136.1482,46.15,0,STK,-6283.24,0,BBG000C0G1D1,BBG000C0G1D1,3445,,BBG000C0G1D1,INTEL CORP,INTEL CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,1.95122E+11,45573005.81,1,46.15,0,0,,0,Equity,BBG000C0G1D1 FIGI,S5INFT Index,46.15,0,1,0,0,0,0,1.95122E+11,Mega,1.49374E-05,-6283.23943,25545.39168,31728.4413,0.805125958,-0.839660624,-0.578970116,-1.102903228,0.400472909,-0.601761505,0.030047501,0.194553929,0.090922132,0.213860606,0.124101986,0.113033707,1.264611129,-1.113086655,-0.415867851,-0.370596433,0.167972151,0.332414811,0.114421238,0.440857789,-0.853346318,0.924969444,0.336077636,-0.340855271,0.259335453,0.39948912,0.36517784,-0.237656082,0.923934344,-1.740924566,0.441941886,0.436900361,-0.408852054,-0.609217888,-0.402285158,59.35151556,31728.4413,0.039080022,0.591557942,FirmLevel
3/7/2024,Hedged Equity,ISHARES RUSSELL MID-CAP GROW,IWP,-366.2066,113.21,0,STK,-41458.25,0,BBG000BW05W9,BBG000BW05W9,92077,,BBG000BW05W9,ISHARES RUSSELL MID-CAP GROW,ISHARES RUSSELL MID-CAP GROW,ETP,Mutual Fund,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,31730855000,699041.7419,1,113.21,0,0,,0,Equity,BBG000BW05W9 FIGI,SPX Index,113.21,0,1,0,0,0,0,31730855000,Large,0.002619347,-41458.24919,-22780.15055,-15845.9567,1.437600202,-1.484506589,-0.001809858,-0.804006313,-0.751134161,-0.168209543,0.057325419,0.2386111,0.127327072,0.555591226,0.179241123,0.224893331,2.193127488,0.334604904,1.907206092,-1.160885014,0.282317823,0.212738113,-1.132497723,0.333547459,-0.05193735,0.920849633,-0.270773359,0.23792098,-0.640473899,1.274078102,1.051935769,1.418653223,3.955719271,-6.081327567,5.544244484,1.475752346,0.039811289,-0.350383402,0.236281346,50.03019114,-15845.9567,0.059112478,0.698708328,FirmLevel
3/7/2024,Hedged Equity,LIFE TIME GROUP HOLDINGS INC,LTH,-438.5816,14.69,0,STK,-6442.76,0,BBG012J3H017,BBG012J3H017,135228,,BBG012J3H017,LIFE TIME GROUP HOLDINGS INC,LIFE TIME GROUP HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",2889600000,888995.129,1,14.69,0,0,,0,Equity,BBG012J3H017 FIGI,S5COND Index,14.69,0,1,0,0,0,0,2889600000,Small,0.002466727,-6442.763704,-33437.26097,-21525.347,1.553390102,-2.898311617,-2.709122744,4.030227672,1.561815141,-2.396556658,0.080775761,-0.171246297,0.143732307,1.289672197,0.385702452,-2.971947201,7.992406313,1.943643477,1.334584684,-1.60367682,0.926672881,2.35923342,-2.127425101,2.973419329,-3.753720984,1.579433152,1.129973968,-1.62425437,-0.030346842,1.917342769,1.829414955,1.140381389,11.45761448,-11.97748709,9.653710041,10.16393513,-3.377174577,-2.162212749,-0.632944896,219.9774084,-21525.347,0.100822607,0.442445077,FirmLevel
3/7/2024,Hedged Equity,LULULEMON ATHLETICA INC,LULU,-19.015,457.28,0,STK,-8695.18,0,BBG000R8ZVD1,BBG000R8ZVD1,4115,,BBG000R8ZVD1,LULULEMON ATHLETICA INC,LULULEMON ATHLETICA INC,Common Stock,Common Stock,CANADA,USD,1,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",57704500000,1173592.419,1,457.28,0,0,,0,Equity,BBG000R8ZVD1 FIGI,S5COND Index,457.28,0,1,0,0,0,0,57704500000,Large,8.10119E-05,-8695.1792,10919.98729,7993.38906,1.366127335,-0.942105285,0.727971099,-0.49884596,0.633791875,0.871268118,-0.043685321,0.431428874,-0.150339384,0.031264713,-0.19852161,1.044261202,0.094265468,-0.040113572,0.63099683,-0.47271349,-0.255349713,-0.428563248,0.432827942,-0.852801747,0.739601661,0.105154704,0.157816566,0.565124008,-0.146872652,0.608502836,0.755132947,0.358645737,0.485872874,-3.207253223,4.10720043,-0.547061147,1.027153511,-0.291480993,0.498008145,40.48027305,7993.38906,0.061078733,0.642594898,FirmLevel
3/7/2024,Hedged Equity,MASTERCARD INC - A,MA,88.6647,467.54,0,STK,41454.29,0,BBG000F1ZSQ2,BBG000F1ZSQ2,360,,BBG000F1ZSQ2,MASTERCARD INC - A,MASTERCARD INC - A,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Financial Services,4.36164E+11,2356222.226,1,467.54,0,0,,0,Equity,BBG000F1ZSQ2 FIGI,S5FINL Index,467.54,0,1,0,0,0,0,4.36164E+11,Mega,0.00018815,41454.29384,56858.62034,40780.62937,1.394255587,-0.901656918,-0.829789004,-0.526013997,0.045805508,-1.34997608,0.002605926,-0.420883399,0.127449939,0.398960456,0.393282163,-0.025036163,3.856851239,-0.758634097,0.348272485,-1.534566721,0.53026997,0.940119016,-0.637096587,1.112481603,-0.883788332,0.66995183,-0.050895082,-0.448742361,-0.579622939,0.90118039,0.791338913,0.860848526,4.638405475,-5.081665409,5.376343221,3.652155428,-0.67263613,-0.533217189,-0.274464653,63.66878766,40780.62937,0.052650259,0.760764294,FirmLevel
3/7/2024,Hedged Equity,META PLATFORMS INC-CLASS A,META,123.8104,512.19,0,STK,63414.45,0,BBG000MM2P62,BBG000MM2P62,86,86,BBG000MM2P62,FACEBOOK INC-CLASS A,FACEBOOK INC-CLASS A,Common Stock,Common Stock,UNITED STATES,USD,1,Communication Services,Interactive Media & Services,1.30624E+12,20395542.68,1,512.19,0,0,,0,Equity,BBG000MM2P62 FIGI,S5TELS Index,512.19,0,1,0,0,0,0,1.30624E+12,Mega,3.03523E-05,63414.44878,-13052.34275,-11863.60587,1.100200301,-1.06557114,-0.209674499,-1.058567997,-0.293765129,-0.290716368,0.118712845,-0.060391929,0.33493197,0.559172241,-0.057112007,0.177262544,2.01534108,-0.271244303,0.549892193,-0.643599058,0.349548852,0.277144606,-1.210004264,0.208211324,-0.16737774,0.83668173,0.023500639,-0.001693304,-0.209728166,1.099762043,0.651020612,0.763435605,2.61414641,-4.364040327,5.568925305,-1.316898555,0.239611483,-0.343301058,-0.176023416,138.7949144,-11863.60587,0.059393713,0.53188397,FirmLevel
